CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Source1,Source2,Source3,Misc.,Source4
Greensboro,Phill G. McDonald Plaza,Guilford,NC,US,2020-05-25,,,,,,,ReOpen NC,"against state coronavirus stay-at-home order, for constitutional rights",2,rally,0,0,0,0,1,1,,https://www.greensboro.com/news/local_news/reopen-nc-to-hold-rally-in-greensboro-on-monday-one-of-5-across-the-state/article_f1fb8602-579f-5454-a4eb-2139b8b4b70c.html,https://www.newsobserver.com/news/coronavirus/article242972936.html https://www.greensboro.com/news/local_news/reopen-nc-to-hold-rally-in-greensboro-on-monday-one-of-5-across-the-state/article_f1fb8602-579f-5454-a4eb-2139b8b4b70c.html,,,
New York,,New York,NY,US,2020-05-25,count pic,19,,19,,,general protesters,in support of nursing home workers during coronavirus pandemic,0,rally; virtual vigil,0,0,0,0,1,1,,https://twitter.com/CaringMajority/status/1265064189418242050,,,,
New York ,Isabella Geriatric Center; Manhattan,New York ,NY,US,2020-05-25,count pic,5,,5,,,general protesters,for recognition of minorities impacted by COVID19 crisis,0,protest,0,0,0,0,1,1,,https://twitter.com/CaringMajority/status/1265288482618060802,,,,
New York ,Brooklyn Center for Rehabilitation & Residential Healthcare; Brooklyn,Kings,NY,US,2020-05-25,count pic,14,,14,,,general protesters,in support of nursing home workers during coronavirus pandemic,0,rally,0,0,0,0,1,1,,https://twitter.com/CaringMajority/status/1265060672934641664,,,,
Newport,Newport Harbor,Orange,CA,US,2020-05-25,about 400 boats,,,,,,supporters of President Trump,for President Trump,2,rally; boat parade,0,0,0,0,1,1,,https://www.ocregister.com/2020/05/26/boaters-parade-newport-harbor-for-trumptilla-on-memorial-day/,,,,
Point Pleasant Beach,,Ocean ,NJ,US,2020-05-25,about 400,400,,400,,,general protesters,for reopening of the state during COVID19 crisis,2,rally,0,0,0,0,1,1,,http://newjersey.news12.com/story/42170624/chilly-temperatures-coronavirus-dampen-spirits-along-jersey-shore-on-memorial-day,,,,
Raleigh,Governor's Mansion,Wake,NC,US,2020-05-25,more than 150,150,,150,,,ReOpen NC,"against state coronavirus stay-at-home order, for constitutional rights",2,rally,0,0,0,0,1,1,,https://www.greensboro.com/news/local_news/reopen-nc-to-hold-rally-in-greensboro-on-monday-one-of-5-across-the-state/article_f1fb8602-579f-5454-a4eb-2139b8b4b70c.html,https://www.newsobserver.com/news/coronavirus/article242972936.html https://www.greensboro.com/news/local_news/reopen-nc-to-hold-rally-in-greensboro-on-monday-one-of-5-across-the-state/article_f1fb8602-579f-5454-a4eb-2139b8b4b70c.html,,,
Wilmington,,New Hanover,NC,US,2020-05-25,,,,,,,ReOpen NC,"against state coronavirus stay-at-home order, for constitutional rights",2,rally,0,0,0,0,1,1,,https://www.greensboro.com/news/local_news/reopen-nc-to-hold-rally-in-greensboro-on-monday-one-of-5-across-the-state/article_f1fb8602-579f-5454-a4eb-2139b8b4b70c.html,https://www.newsobserver.com/news/coronavirus/article242972936.html https://www.greensboro.com/news/local_news/reopen-nc-to-hold-rally-in-greensboro-on-monday-one-of-5-across-the-state/article_f1fb8602-579f-5454-a4eb-2139b8b4b70c.html,,,
Ann Arbor,intersection near Washtenaw County Sheriff's Office,Washtenaw,MI,US,2020-05-26,about 100,100,,100,,,general protesters,"for police accountability, for racial justice ",0,protest,0,0,0,0,1,1,,https://www.mlive.com/news/ann-arbor/2020/05/outraged-residents-block-streets-in-protest-over-washtenaw-deputy-accused-of-punching-black-woman.html,,,,
Costa Mesa,School district office,Orange,CA,US,2020-05-26,about 80,80,,80,,,general protesters,against decision to cancel in-person school graduations due to COVID19 pandemic,0,protest,0,0,0,0,1,1,,https://www.latimes.com/socal/daily-pilot/news/story/2020-05-26/newport-mesa-high-school-seniors-protest-for-in-person-graduations,,,,
Ellicott City,Howard County Courthouse,Howard ,MD,US,2020-05-26,FB: 84,84,,84,,,Reopen Howard County,against state-mandated closure of businesses and houses of worship during coronavirus pandemic,2,rally,0,0,0,0,1,1,,https://www.baltimoresun.com/coronavirus/cng-ho-reopen-rally-20200521-6gkettewwzcudhufl3my3b7p7e-story.html,https://www.facebook.com/events/1113504292363234/,,,
Philadelphia,City Hall,Philadelphia,PA,US,2020-05-26,about 40,40,,40,,,general protesters,against coronavirus-related budget cuts in city,0,protest,0,0,0,0,1,1,,https://philly.metro.us/city-workers-rally-against-budget-cuts/,,,,
Richmond,John Marshall Courthouse,Henrico ,VA,US,2020-05-26,,,,,,,Richmond Strike,against evictions during COVID19 pandemic,0,protest,0,0,0,0,1,1,,https://www.whsv.com/content/news/Group-rallies-at-courthouse-to-delay-eviction-proceedings-570785661.html,,,,
San Francisco,181 Fremont Street,San Francisco ,CA,US,2020-05-26,,,,,,,general protesters,for stronger action by Facebook to control election-related disinformation,1,protest,,,,,1,1,,https://sfist.com/2020/05/26/protesters-to-project-messages-on-facebooks-sf-offices/,,,,
South Bend,,St. Joseph ,IN,US,2020-05-26,,3,,3,,,general protesters,against forced removal of people at tent city homeless encampment,0,protest,3,0,0,0,1,1,,https://www.wndu.com/content/news/South-Bend-police-protesters-clash-at-tent-city-homeless-encampment---570774771.html,,,,
Virginia,,St. Louis,MN,US,2020-05-26,,,,,,,general protesters,against resettling refugees in county,2,protest,0,0,0,0,1,1,,https://www.duluthnewstribune.com/news/government-and-politics/6501809-On-day-of-protest-St.-Louis-County-Board-puts-off-decision-on-refugees,,,,
Visalia,Visalia Unified Offices,Tulare,CA,US,2020-05-26,around 40; along with a dozen,52,,52,,,Visalia High Schools students and parents,against plans for drive-through high school graduation ceremony due to COVID-19,2,protest,0,0,0,0,1,1,,https://www.fresnobee.com/news/local/education-lab/article242996331.html,,,,
Aiken,University of South Carolina,Aiken ,SC,US,2020-05-27,count pic,4,,4,,,USC Aiken graduates,against decision to cancel in-person school graduations due to COVID19 pandemic,0,protest; march,0,0,0,0,1,1,,https://www.aikenstandard.com/coronavirus/usca-newest-graduates-protest-cancellation-of-spring-commencement/article_48be1694-a03f-11ea-aa74-9f78a1fb6ae5.html,,,,
Ann Arbor,intersection near Washtenaw County Sheriff's Office,Washtenaw,MI,US,2020-05-27,,,,,,,general protesters,for greater police accountability; racial justice ,1,protest,0,0,0,0,1,1,,https://www.mlive.com/news/ann-arbor/2020/05/outraged-residents-block-streets-in-protest-over-washtenaw-deputy-accused-of-punching-black-woman.html,,,not related to George Floyd,
Elkton,,Cecil,MD,US,2020-05-27,couple dozen,24,,24,,,Reopen Cecil County,"for reopening small businesses and churches during coronavirus pandemic, for freedom",2,rally,0,0,0,0,1,1,,https://www.wbaltv.com/article/coronavirus-reopen-cecil-county-rally-small-businesses/32691076#,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2020-05-27,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Memphis,Union Avenue,Shelby,TN,US,2020-05-27,,,,,,,Confederate 901,"against anti-racism protesters, all lives matter",2,counter-protest,2,0,0,0,1,1,20200527-memphis-blm,https://dailymemphian.com/article/14413/protest-shuts-down-union-george-floyd,,,,
New York,"City Hall Park, Manhattan",New York,NY,US,2020-05-27,count pic,20,,20,,,Vocal New York ,for housing for homeless during COVID19 crisis,0,protest,0,0,0,0,1,1,,https://twitter.com/carlyncowen/status/1265630178157514752,https://www.amny.com/coronavirus/bodybag-protest-at-city-hall-calls-for-end-to-overcrowded-homeless-shelters/,,,
New York,Times Square,New York,NY,US,2020-05-27,,,,,,,general protesters,calling on insurance companies to pay claims to businesses that have suffered interruptions due to COVID-19,0,direct action,0,0,0,0,1,1,,http://westchester.news12.com/story/42183261/times-square-goes-dark-in-protest,,,,
Ossining,Sing Sing Correctional Facility ,Westchester,NY,US,2020-05-27,,,,,,,general protesters,for the release of prisoners due to COVID19 crisis,1,protest,0,0,0,0,1,1,,https://twitter.com/MaketheRoadNY/status/1265685660213620742,http://westchester.news12.com/story/42180548/ossining-prison-protesters-demand-inmates-vulnerable-to-contracting-coronavirus-be-released,,,
Raleigh,North Carolina Correctional Institution for Women,Wake,NC,US,2020-05-27,count video,3,,3,,,general protesters,against hazardous conditions for prison inmates during coronavirus pandemic,0,demonstration,0,0,0,0,1,1,,https://www.newsobserver.com/news/rebuild/article243049236.html,,,,
Sacramento,California State Capitol,Sacramento,CA,US,2020-05-27,more than 60,60,,60,,,SEIU,Against budget cuts; coronavirus,0,car caravan,0,0,0,0,1,1,,https://sacramento.cbslocal.com/2020/05/27/essential-worker-protest-california-state-capitol-budget-cuts/,,,,
State College,Pennsylvania State University,Centre,PA,US,2020-05-27,count video,13,,13,,,Teamsters Local 8,Collective bargaining; for better compensation,0,protest,0,0,0,0,1,1,,https://www.centredaily.com/news/local/education/penn-state/article243020506.html,,,,
Tallahassee,,Leon,FL,US,2020-05-27,,,,,,,Tallahassee Community Action Committee,"against police violence, against racism",0,protest,0,0,0,0,1,1,,https://www.wtxl.com/news/local-news/tallahassee-activists-plan-protest-after-wednesdays-officer-involved-shooting,,,Not related to George Floyd,
Waikiki,,Honolulu,HI,US,2020-05-27,about 100,100,,100,,,Unite Here Local 5 union,for workplace protections against coronavirus in tourism industry,0,caravan,0,0,0,0,1,1,,https://www.kitv.com/story/42189911/hawaii-hotel-union-protest-calls-for-worker-protections,,,,
Wenatchee,,Chelan,WA,US,2020-05-27,,,,,,,general protesters,"against Governor Inslee, against COVID-19 state of emergency order",2,protest,0,0,0,0,1,1,,https://www.wenatcheeworld.com/news/coronavirus/eyman-leads-rally-outside-wenatchee-restaurant/article_29e54278-a07c-11ea-a4b2-fb1bc503f047.html,,,,
Augusta,,Kennebec,ME,US,2020-05-28,more than a dozen,12,,12,,,general protesters,"against state-mandated closure of restaurant, against COVID-19 state of emergency order",2,protest,0,0,0,0,1,1,,https://bangordailynews.com/2020/05/28/politics/small-group-gathers-in-augusta-to-protest-restaurant-reopening-delay/,,,,
Bangor,outside office of Senator Susan Collins,Penobscot,ME,US,2020-05-28,a dozen,12,,12,,,Maine People's Alliance,"against COVID-19 pharmaceutical profiteering, against Senator Collins",0,protest,0,0,0,0,1,1,,https://mainebeacon.com/car-protesters-at-collins-offices-demand-action-to-thwart-pandemic-drug-profiteering/,,,,
Bradenton,Blake Medical Center,Manatee,FL,US,2020-05-28,about 20,20,,20,,,National Nurses United,against possible layoffs and staffing shortages of nurses during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.bradenton.com/news/coronavirus/article243050841.html,,,,
Columbia,,Richland,SC,US,2020-05-28,,,,,,,Care in Action,coronavirus; for safety net,0,mock funeral procession; protest,0,0,0,0,1,1,,https://www.thestate.com/news/local/article243059901.html,,,,
El Paso,Del Sol Medical Center,El Paso,TX,US,2020-05-28,more than a dozen,12,,12,,,general protesters,against pay cuts and layoffs for healthcare workers during COVID-19 pandemic,0,protest,0,0,0,0,1,1,,https://www.elpasotimes.com/story/news/2020/05/29/coronavirus-el-paso-nurses-protest-layoffs-pay-cuts-hca-hospitals/5271118002/,,,,
Eugene,Seneca Jones Timber Company,Lane,OR,US,2020-05-28,Dozens; About 40,24,,40,,,Cascadia Wildlands; Sunrise Eugene,"against logging, for environmental protection",0,protest,0,0,0,0,1,1,,https://www.kezi.com/content/news/Dozens-protest-Seneca-Sawmill-logging-project-570838241.html,http://www.eugeneweekly.com/2020/05/28/timber-sale-protest/,,,
Las Vegas,MountainView Hospital,Clark,NV,US,2020-05-28,,,,,,,National Nurses United,against layoffs of nurses during COVID-19 pandemic,0,protest,0,0,0,0,1,1,,https://www.reviewjournal.com/local/local-las-vegas/nurses-at-las-vegas-hospital-hold-protest-2037540/,,,,
Lewiston,outside office of Senator Susan Collins,Androscoggin,ME,US,2020-05-28,,,,,,,Maine People's Alliance,"against COVID-19 pharmaceutical profiteering, against Senator Collins",0,protest,0,0,0,0,1,1,,https://mainebeacon.com/car-protesters-at-collins-offices-demand-action-to-thwart-pandemic-drug-profiteering/,,,,
New York,Staten Island; Sunbelievable Tanning Salon,Richmond,NY,US,2020-05-28,,,,,,,general protesters,against state coronavirus mandates,2,rally,0,0,0,0,1,1,,https://www.nydailynews.com/new-york/ny-staten-island-tanning-salon-reopens-20200528-kupqcygimnhdra2qplxcck4uvq-story.html,,,,
Pittsfield Charter Township,outside Washtenaw County Sheriff's Office; Washtenaw Ave,Washtenaw,MI,US,2020-05-28,more than 300,300,,300,,,general protesters,"against racism, against police brutality",0,protest,0,0,0,0,1,1,,https://www.mlive.com/news/ann-arbor/2020/05/free-shateina-continued-incarceration-of-ypsilanti-woman-leads-300-protesters-to-block-streets-again.html,,,,
Portland,outside office of Senator Susan Collins,Cumberland,ME,US,2020-05-28,,,,,,,Maine People's Alliance,"against COVID-19 pharmaceutical profiteering, against Senator Collins",0,protest,0,0,0,0,1,1,,https://mainebeacon.com/car-protesters-at-collins-offices-demand-action-to-thwart-pandemic-drug-profiteering/,,,,
Prospect Park,Marty Magee's Irish Pub,Delaware,PA,US,2020-05-28,,,,,,,business owners; general protestors,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.delcotimes.com/news/coronavirus/bar-owner-to-hold-reopen-pa-rally-thursday/article_17204aae-9a12-11ea-a968-7f22d9b8f82b.html,,,,
Santa Monica,Downtown,Los Angeles,CA,US,2020-05-28,about 50,50,,50,,,general protestors,against cuts to city senior services budget due to coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.smdp.com/residents-protest-cuts-to-services-for-santa-monica-seniors/192101,,,,
Sarasota,Doctors Hospital,Sarasota,FL,US,2020-05-28,,,,,,,National Nurses United,for safer working conditions for nurses during COVID-19 pandemic,0,protest,0,0,0,0,1,1,,https://www.heraldtribune.com/news/20200528/hca-healthcare-nurses-protest-working-conditions,,,,
Trenton ,Richard J. Hughes Justice Complex,Mercer,NJ,US ,2020-05-28,dozens,24,,24,,,general protestors,against Covid-19 deaths in prisons,0,protest; drive around,0,0,0,0,1,1,,https://www.phillytrib.com/news/health/coronavirus/say-their-names-families-protest-mounting-covid-19-deaths-in-n-j-prisons/article_898f424a-480f-51f2-984a-c0662d1b1423.html,,,,
Bakersfield,Truxtun Ave,Kern ,CA,US,2020-05-29,,1,,1,,,general protesters,against anti-racism protesters,2,counter-protest,1,0,0,0,1,1,20200529-bakersfield-blm,https://www.kget.com/news/local-news/bakersfield-police-arrest-man-accused-of-driving-through-crowd-protesters-striking-girl/,,,"Driver circled group a few times, reportedly antagonizing them, then drove his car into crowd, injuring at least one.",
Cleveland,Cuyahoga County Justice Center,Cuyahoga,OH,US,2020-05-29,,,,,,,The Coalition to Stop Inhumanity at the Cuyahoga County Jail,for better treatment of inmates at the Cuyahoga County Jail during the COVID19 pandemic,1,protest,0,0,0,0,1,1,,https://fox8.com/news/coronavirus/downtown-demonstrators-protest-treatment-of-inmates-at-cuyahoga-county-jail-during-covid-19/,https://www.news5cleveland.com/news/local-news/oh-cuyahoga/watch-live-groups-protest-treatment-of-inmates-during-covid-19-at-cuyahoga-county-jail,,,
Crystal Lake,,McHenry,IL,US,2020-05-29,more than a dozen,12,,12,,,general protesters,"against plan to rid park of many geese, for animal rights",1,protest,0,0,0,0,1,1,,https://www.wcia.com/news/dozens-protest-against-plan-to-rid-park-of-geese/,,,,
Des Moines,Intersection of E. 1st and E. Court strees,Des Moines,IA,US,2020-05-29,,1,,1,,,Trump supporter ,against anti-racism protesters,2,protest,0,0,0,0,1,1,,https://twitter.com/andreamsahouri/status/1266500598708535297,https://www.iowastatedaily.com/news/iowa-des-moines-protest-riot-police-george-floyd-derek-chauvin/article_ee7cf8e6-a244-11ea-8156-2748a7495eda.html,,,
Durango,Durango Rivertrippers and Adventure Tours,La Plata,CO,US,2020-05-29,,,,,,,general protesters,against closure of rafting businesses due to coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://durangoherald.com/articles/326259,,,,
El Paso ,Cleveland Park ,El Paso,TX ,US ,2020-05-29,,,,,,,Re-open Texas; Free To Play ,against closure of parks and libraries due to coronavirus pandemic,0,rally,0,0,0,0,1,1,,https://www.elpasotimes.com/picture-gallery/news/2020/05/29/el-pasoans-hold-rally-urging-city-open-parks-and-libraries/5288012002/,,,,
Hilton Head Island,,Beaufort,SC,US,2020-05-29,,,,,,,"Let Them Live, Let Them Cross, Respect Our Wildlife","against killing of old alligator, for animal rights",0,protest,0,0,0,0,1,1,,https://www.islandpacket.com/news/local/news-columns-blogs/untamed-lowcountry/article243093361.html,,,,
Indianapolis,downtown,Marion ,IN,US,2020-05-29,,,,,,,general protesters,"against anti-racism protesters, for protection of property",2,counter-protest,0,0,0,0,1,1,20200529-indianapolis-blm,https://www.dropbox.com/s/i67l82l2wso7w14/IMPD%20Review%20Panel%20-%20Full%20Report.pdf?dl=0,,,Openly carried long guns.,
Merill ,Klamath Falls ,Klamath,OR,US ,2020-05-29,,,,,,,Tractor Convoy ,demand change in water allocation this year ,0,rally ,0,0,0,0,1,1,,https://www.heraldandnews.com/gallery/shut-down-fed-up-tractor-convoy-and-rally---may-29-2020/collection_b9a5f553-5c99-5c98-a880-a05778130843.html?block_id=1275140#33,https://kobi5.com/news/regional-news/klamath-basin-ag-rally-and-convoy-scheduled-128941/,https://www.heraldandnews.com/ap_news/oregon/southern-oregon-farmers-rally-against-meager-water-season/article_f791b0f6-cc4b-50b6-9630-00f399cc8771.html?block_id=1275127,,
