CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,Source1,Source2,Source3,Source4,Source5,Source6,
Frankfort,steps of capitol building,,KY,US,2020-07-30,,,,,,,activists against child trafficking,asking for lawmakers to protect Kentucky's children; Rise Up For Children,0,protest,0,0,0,0,1,1,,,https://www.wymt.com/2020/07/31/rise-up-for-children-rally-held-in-frankfort-on-world-day-against-trafficking-in-persons/,,,,,,
Greensburg,Greensburg Police Department,,PA,US,2020-07-30,,,,,,,Cops for Trump; Blue Knights Motorcycle Club,"for President Trump, for patriotism, against defunding police, for law and order",2,rally,0,0,0,0,0,1,20200730-greensburg-trump,feat. Vice President Pence,https://apnews.com/article/police-pennsylvania-law-and-order-greensburg-elections-d4b19b25eb0a56adce7f4c51b028b40a,https://triblive.com/local/regional/stories-of-the-year-after-george-floyds-death-a-movement-for-racial-justice/,,,,,
Greenwich,Lot at I-95 Exit 3,,CT,US,2020-07-30,,,,,,,Connecticut Education Association,against in-person schooling without adequate workplace safety measures and sufficient funding during coronavirus pandemic,0,caravan,,,,,1,1,,,https://www.middletownpress.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?sid=5e3aab522c885e000c58cf63&utm_source=newsletter&utm_medium=email&utm_content=headlines&utm_campaign=CT_MP_NewsNow,https://www.nhregister.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?src=,https://www.ctpost.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php,https://www.fox61.com/article/news/education/school-resource-center/cea-aft-ct-teacher-unions-rally-car-caravan-connecticut-school-reopening/520-3b6fe6b2-a380-4de5-9a67-a6c8cd5bbb2e,,,
Haddam,lot at Route 9 Exit 8,,CT,US,2020-07-30,,,,,,,Connecticut Education Association,against in-person schooling without adequate workplace safety measures and sufficient funding during coronavirus pandemic,0,caravan,,,,,1,1,,,https://www.middletownpress.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?sid=5e3aab522c885e000c58cf63&utm_source=newsletter&utm_medium=email&utm_content=headlines&utm_campaign=CT_MP_NewsNow,https://www.nhregister.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?src=,https://www.ctpost.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php,https://www.fox61.com/article/news/education/school-resource-center/cea-aft-ct-teacher-unions-rally-car-caravan-connecticut-school-reopening/520-3b6fe6b2-a380-4de5-9a67-a6c8cd5bbb2e,,,
Hamden,Hamden Middle School,,CT,US,2020-07-30,,,,,,,Connecticut Education Association,against in-person schooling without adequate workplace safety measures and sufficient funding during coronavirus pandemic,0,caravan,,,,,1,1,,,https://www.middletownpress.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?sid=5e3aab522c885e000c58cf63&utm_source=newsletter&utm_medium=email&utm_content=headlines&utm_campaign=CT_MP_NewsNow,https://www.nhregister.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?src=,https://www.ctpost.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php,https://www.fox61.com/article/news/education/school-resource-center/cea-aft-ct-teacher-unions-rally-car-caravan-connecticut-school-reopening/520-3b6fe6b2-a380-4de5-9a67-a6c8cd5bbb2e,,,
Hartford,"West Hartford, Gov. Ned Lamont's house",,CT,US,2020-07-30,over 400,400,,400,,,Connecticut Education Association,against in-person schooling without adequate workplace safety measures and sufficient funding during coronavirus pandemic,0,caravan,0,0,0,0,1,1,,,https://www.ctpost.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php,https://www.fox61.com/article/news/education/school-resource-center/cea-aft-ct-teacher-unions-rally-car-caravan-connecticut-school-reopening/520-3b6fe6b2-a380-4de5-9a67-a6c8cd5bbb2e,,,,,
Irvine,,,CA,US,2020-07-30,,,,,,,UC Irvine; Cal State Fullerton; Santiago Canyon College,against Israeli annexation of Palestine,0,car caravan; protest,0,0,0,0,1,1,,,https://www.jpost.com/arab-israeli-conflict/palestinian-students-in-california-protest-israeli-annexation-in-caravan-636936,,,,,,
Jackson,downtown square to Front Street,,TX,US,2020-07-30,about 100,100,,100,,,general protesters,Rise Up for Children; in protest of child trafficking,1,protest; march,0,0,0,0,1,1,,,https://tylerpaper.com/news/local/east-texans-gather-downtown-to-protest-child-trafficking/article_12521a72-d363-11ea-9ea8-1f7d4fdc2f25.html,,,,,,
Joplin,,,MO,US,2020-07-30,,,,,,,SW Missori Child Trafficking Awareness,against child sex trafficking ,0,protest,0,0,0,0,1,1,,,https://www.joplinglobe.com/multimedia/sw-missouri-child-trafficking-awareness-holds-first-demonstration-in-joplin/video_2710e3c1-6ace-5e82-900d-f2416db902a9.html,,,,,,
Kansas City,Jackson County Courthouse,,MO,US,2020-07-30,count video,30,,35,,,KC Tenants,for eviction moratorium during COVID-19 pandemic,1,rally,2,,,,1,1,,,https://www.thepitchkc.com/kc-tenants-hold-rally-to-end-evictions-as-coronavirus-protections-end/,https://www.nbcnews.com/news/us-news/activists-attempt-disrupt-kansas-city-eviction-court-after-coronavirus-moratorium-n1235387,https://www.facebook.com/events/590613154976209,,,,
Kansas City,Jackson County Courthouse,,MO,US,2020-07-30,,,,,,,general protesters,for extension of eviction moratorium during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://fox4kc.com/news/officials-direct-protesters-worried-about-eviction-to-resources-with-dwindling-budgets/,,,,,,
Ledyard,Ledyard High School,,CT,US,2020-07-30,,,,,,,Connecticut Education Association,against in-person schooling without adequate workplace safety measures and sufficient funding during coronavirus pandemic,0,caravan,,,,,1,1,,,https://www.middletownpress.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?sid=5e3aab522c885e000c58cf63&utm_source=newsletter&utm_medium=email&utm_content=headlines&utm_campaign=CT_MP_NewsNow,https://www.nhregister.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?src=,https://www.ctpost.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php,https://www.fox61.com/article/news/education/school-resource-center/cea-aft-ct-teacher-unions-rally-car-caravan-connecticut-school-reopening/520-3b6fe6b2-a380-4de5-9a67-a6c8cd5bbb2e,,,
Lewiston,,,ME,US,2020-07-30,,,,,,,general protesters,"against proposal to remove police and resource officers from schools, Blue Lives Matter",0,rally,0,0,0,0,1,1,,,https://bangordailynews.com/2020/07/31/news/central-maine/protesters-rally-against-proposal-to-reduce-police-presence-in-lewistons-schools/,,,,,,
Logan,Historic Cache County Courthouse,,UT,US,2020-07-30,over 250,250,,250,,,general protesters,human trafficking awareness,0,march; demonstration,0,0,0,0,1,1,,,https://www.hjnews.com/news/local/demonstrators-gather-on-logan-main-street-human-trafficking-march/article_3464917c-fee4-59dc-98f9-6f1ce185e773.html,,,,,,
Malden,,,MA,US,2020-07-30,,,,,,,educators; general protesters,calling for safe and healthy working and learning conditions in public schools,1,rally,0,0,0,0,1,1,,,https://www.chalkbeat.org/2020/8/3/21353375/educators-rally-on-national-day-of-action-as-school-reopening-debate-continues,,,,,,
Manchester,Manchester City Hall Plaza,,NH,US,2020-07-30,about 50,50,,50,,,Trump campaign,against defunding police,2,protest,0,0,0,0,1,1,,protest organized by trump campaign,https://www.unionleader.com/news/politics/national/nh-trump-supporters-rally-in-person-and-virtually-thursday/article_f6a543be-fcae-55b3-b703-dfa8b8ffca25.html,,,,,,
Miami,outside the Dade County offices of GOP senators Rick Scott and Marco Rubio,,FL,US,2020-07-30,,,,,,,workers,for extension of federal unemployment insurance during coronavirus pandemic,1,protest,0,0,0,0,1,1,,,https://www.floridaphoenix.com/2020/07/31/workers-protest-end-of-600-unemployment-supplement-jobless-in-fl-stuck-with-lowest-benefit-in-nation/,,,,,,
Middletown,St. Mary Medical Center,,PA,US,2020-07-30,roughly 200,200,,200,,,Pennsylvania Association of Staff Nurses & Allied Professionals,"for safer staffing levels and higher wages for nurses during coronavirus pandemic, for fair contract",0,protest,0,0,0,0,1,1,,,https://www.theintell.com/story/news/healthcare/2020/07/31/st-mary-medical-center-nurses-protest-lack-of-contract/112637684/,,,,,,
Mill Valley,in front of Mill Valley School District office,,CA,US,2020-07-30,,,,,,,Mill Valley School District teachers,against in-person schooling without adequate workplace safety measures during coronavirus pandemic,0,demonstration,0,0,0,0,1,1,,,https://www.marinij.com/2020/07/31/mill-valley-teachers-rally-for-fall-term-virus-safety/,,,,,,
Morgan Hill,downtown,,CA,US,2020-07-30,about 150,150,,150,,,general demonstrators,raising awareness about human trafficking,0,protest; march,0,0,0,0,1,1,,,https://morganhilltimes.com/protesters-march-against-human-trafficking/,,,,,,
Morgan Hill,Monterey Rd; through Main Ave to Dunne Ave; Morgan Hill Community and Cultural Center,,CA,US,2020-07-30,,,,,,,general protesters,against child trafficking,0,march; protest,0,0,0,0,1,1,,,https://morganhilltimes.com/police-monterey-road-to-be-closed-july-30-due-to-planned-protest/,,,,,,
Morgantown,Morgantown High School,,WV,US,2020-07-30,30 or so,30,,30,,,general protesters,against changing school's American Indian mascot,0,protest,0,0,0,0,1,1,,,https://www.dominionpost.com/2020/07/31/mohigan-mascot-rally-at-morgantown-high/,,,,,,
Naugatuck,Naugatuck High School,,CT,US,2020-07-30,,,,,,,Connecticut Education Association,against in-person schooling without adequate workplace safety measures and sufficient funding during coronavirus pandemic,0,caravan,,,,,1,1,,,https://www.middletownpress.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?sid=5e3aab522c885e000c58cf63&utm_source=newsletter&utm_medium=email&utm_content=headlines&utm_campaign=CT_MP_NewsNow,https://www.nhregister.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?src=,https://www.fox61.com/article/news/education/school-resource-center/cea-aft-ct-teacher-unions-rally-car-caravan-connecticut-school-reopening/520-3b6fe6b2-a380-4de5-9a67-a6c8cd5bbb2e,,,,
New Haven,Hill Career High School,,CT,US,2020-07-30,,,,,,,Connecticut Education Association,against in-person schooling without adequate workplace safety measures and sufficient funding during coronavirus pandemic,0,caravan,,,,,1,1,,,https://www.middletownpress.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?sid=5e3aab522c885e000c58cf63&utm_source=newsletter&utm_medium=email&utm_content=headlines&utm_campaign=CT_MP_NewsNow,https://www.nhregister.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?src=,https://www.ctpost.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php,https://www.fox61.com/article/news/education/school-resource-center/cea-aft-ct-teacher-unions-rally-car-caravan-connecticut-school-reopening/520-3b6fe6b2-a380-4de5-9a67-a6c8cd5bbb2e,,,
New Orleans,outside the New Oreleans offices of two US senators,,LA,US,2020-07-30,more than 2 dozen,24,,24,,,unemployed workers,for extension of federal unemployment insurance during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://press-herald.com/louisianians-protest-for-600-benefit-against-evictions/,,,,,,
New Orleans,First City Court,,LA,US,2020-07-30,dozens; over 100,24,,100,,,New Orleans Renters Rights Assembly,against evictions during coronavirus pandemic; for renter protection,0,protest; direct action,0,0,0,0,1,1,,blockade,https://www.nola.com/news/coronavirus/article_445799c2-d29e-11ea-936f-93335b3b52d8.html,https://press-herald.com/louisianians-protest-for-600-benefit-against-evictions/,https://www.vice.com/en_us/article/akz4pp/anti-eviction-protesters-just-blocked-people-from-entering-a-new-orleans-courthouse,http://www.fightbacknews.org/2020/8/4/new-orleans-protesters-shut-down-eviction-court-and-block-landlords-entrance,,,
New Orleans,Jefferson Parish Public Schools Administration Building,,LA,US,2020-07-30,,,,,,,Jefferson Parish teachers,against in-person classes during coronavirus pandemic,0,protest,0,0,0,0,0,1,,,https://www.nola.com/news/coronavirus/article_2c254438-d2aa-11ea-8844-17709829441a.html,,,,,,
Norwalk,Brien McMahon High School,,CT,US,2020-07-30,,,,,,,Connecticut Education Association,against in-person schooling without adequate workplace safety measures and sufficient funding during coronavirus pandemic,0,caravan,,,,,1,1,,,https://www.middletownpress.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?sid=5e3aab522c885e000c58cf63&utm_source=newsletter&utm_medium=email&utm_content=headlines&utm_campaign=CT_MP_NewsNow,https://www.nhregister.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?src=,https://www.ctpost.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php,https://www.fox61.com/article/news/education/school-resource-center/cea-aft-ct-teacher-unions-rally-car-caravan-connecticut-school-reopening/520-3b6fe6b2-a380-4de5-9a67-a6c8cd5bbb2e,,,
Norwich,Norwich Free Academy,,CT,US,2020-07-30,,,,,,,Connecticut Education Association,against in-person schooling without adequate workplace safety measures and sufficient funding during coronavirus pandemic,0,caravan,,,,,1,1,,,https://www.middletownpress.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?sid=5e3aab522c885e000c58cf63&utm_source=newsletter&utm_medium=email&utm_content=headlines&utm_campaign=CT_MP_NewsNow,https://www.nhregister.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?src=,https://www.ctpost.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php,https://www.fox61.com/article/news/education/school-resource-center/cea-aft-ct-teacher-unions-rally-car-caravan-connecticut-school-reopening/520-3b6fe6b2-a380-4de5-9a67-a6c8cd5bbb2e,,,
Washington,online,,DC,US,2020-07-30,,,,,,,End Citizens United,calling for Citizens United ruling to be overturned; against campaign donations from superPACs,0,virtual rally,0,0,0,0,1,1,,,https://dailyiowan.com/2020/07/30/rita-hart-calls-to-end-citizens-united-in-virtual-rally/,,,,,,
Palm Desert,Westfield Mall,,CA,US,2020-07-30,roughly 50,50,,50,,,general protesters,"in support of police, for patriotism, for recalling Governor Newsom, for President Trump, for freedom, unite 911",2,rally,0,0,0,0,1,1,20200730-palmdesert-copscovid,live band,https://www.desertsun.com/story/news/local/2020/07/30/rally-planned-palm-desert-include-live-musical-performance-organizer-says/5540258002/,,,,,,
Paramus,over Route 4,,NJ,US,2020-07-30,approximately 30,30,,30,,,teachers,against reopening of schools during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.northjersey.com/picture-gallery/news/bergen/paramus/2020/07/30/teacher-protest-reopening-school/5547108002/,,,,,,
Prescott,Yavapai County Courthouse plaza,Yavapai,AZ,US,2020-07-30,,,,,,,Armed to Know; Operation Underground Railroad,against human sex trafficking,0,protest,,,,,1,1,,,https://www.dcourier.com/news/2020/jul/28/world-day-against-trafficking-persons-protest-set-/,,,,,,
Putnam,St Marie Greenhalgh Sports Complex,,CT,US,2020-07-30,,,,,,,Connecticut Education Association,against in-person schooling without adequate workplace safety measures and sufficient funding during coronavirus pandemic,0,caravan,,,,,1,1,,,https://www.middletownpress.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?sid=5e3aab522c885e000c58cf63&utm_source=newsletter&utm_medium=email&utm_content=headlines&utm_campaign=CT_MP_NewsNow,https://www.nhregister.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?src=,https://www.ctpost.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php,https://www.fox61.com/article/news/education/school-resource-center/cea-aft-ct-teacher-unions-rally-car-caravan-connecticut-school-reopening/520-3b6fe6b2-a380-4de5-9a67-a6c8cd5bbb2e,,,
Richmond,Faison Center,,VA,US,2020-07-30,,,,,,,teachers,against in-person instruction; against reopening of special education facility during pandmic,0,car rally,0,0,0,0,1,1,,,https://richmond.com/news/local/faison-staff-holds-car-rally-to-protest-special-education-centers-plan-to-reopen-monday/article_11338660-2828-57b4-94bc-9d1ddfe02ca3.html,,,,,,
Salt Lake City,Utah State Capitol; State St,,UT,US,2020-07-30,,,,,,,general protesters,for awareness of human trafficking,0,protest; march,0,0,0,0,1,1,,,https://www.deseret.com/utah/2020/7/30/21348202/hundreds-rally-in-salt-lake-city-for-end-to-human-trafficking,https://www.abc4.com/news/local-news/get-loud-utahns-rally-support-in-fight-against-human-trafficking/,,,,,
