CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,S1,S2
Harrisburg ,Outside State Capitol ,PA,US,2018-10-24,more than 100,100,,100,,,general protestors ,protesting a senate bill that would place a statute of limitation on child sex offenders ,0,protest,0,0,0,0,1,1,https://wjactv.com/news/local/local-abuse-survivor-to-rally-with-advocates-in-harrisburg,https://wjactv.com/news/local/backers-of-child-sex-abuse-lawsuit-window-rally-in-capitol-10-24-2018,,,,
Hartford,450 Main St.,CT,US,2018-10-24,FB: 59,59,,59,,,Unidad Latina en Acción,"anti-ICE, anti-deportation of local man",1,protest,,,,,1,1,https://www.facebook.com/events/274468383401791/,,,,,
Mosinee,Central Wisconsin Airport ,WI,US,2018-10-24,thousands,2000,,2000,,,MAGA Rally ,"for Republican candidates, for President Trump",2,rally,0,0,0,0,1,1,https://www.wbay.com/content/news/President-Trump-to-rally-in-Mosinee-White-House-monitoring-attempted-attacks-on-Dems-498431781.html,https://www.wsaw.com/content/news/Thousands-gather-in-Mosinee-for-President-Trumps-rally--498474182.html,https://www.wausaudailyherald.com/story/news/2018/10/25/trump-mosinee-maga-rally-what-we-noticed-during-presidents-visit/1761257002/,feat. President Trump,,
New York City,Upper East Side ,NY,US,2018-10-24,nearly 100,100,,100,,,general protestors ,protesting the lack of affortable housing in NYC and avodcating for homeless people's rights ,1,protest;march,0,0,0,0,1,1,https://www.amny.com/news/rally-for-homeless-nyc-1.22400942,,,,,
Port Angeles,Elwha River from Lower Elwha Klallam Tribe’s tribal center,WA,US,2018-10-24,about 20 people,20,,20,,,Lower Elwha Family Advocacy,raise awareness about domestic violence ,0,march,0,0,0,0,1,1,http://www.peninsuladailynews.com/news/lower-elwha-klallam-tribal-members-march-to-raise-domestic-violence-awareness/,,,,,
Portland,Monument Square,ME,US,2018-10-24,more than 300,300,,300,,,general protestors,pro-trans rights; anti-Trump,1,protest,0,0,0,0,1,1,https://www.pressherald.com/2018/10/24/over-300-protest-trumps-proposed-transgender-policy-in-portland/,https://www.centralmaine.com/2018/10/24/over-300-protest-trumps-proposed-transgender-policy-in-portland/,,,,
Vallego ,US Forest Service SouthWest Regional Headquarters ,CA,US,2018-10-24,,,,,,,general protestors,protesting the forest service rounding up and selling wild mustang horses,0,protest,0,0,0,0,1,1,https://abc7news.com/politics/advocates-protest-forest-service-sale-of-wild-horses/4549654/,,,,,
Virginia Beach ,Regent University ,VA,US,2018-10-24,,,,,,,Rally fr Republican Candidate Taylor ,rallying for support in the upcoming midterm ,2,rally,0,0,0,0,1,1,https://wtkr.com/2018/10/19/live-now-vice-president-attends-campaign-rally-for-rep-scott-taylor/,,,,,
Ames ,Iowa State University ,IA,US,2018-10-25,over 60,60,,60,,,Iowa State Democrats ,rally for transgender people's rights ,1,rally;protest,0,0,0,0,1,1,http://www.iowastatedaily.com/news/trans-rally-we-wont-be-erased/article_682baa32-d8b8-11e8-afc0-23441be2a885.html,,,,,
Baltimore,Morgan State University,MD,US,2018-10-25,,,,,,,Black Girls Vote,pro-voting for Black women,0,rally,0,0,0,0,1,1,https://twitter.com/cdrentz/status/1055504050022703104,,,,,
Boulder,South Boulder Recreation Center,CO,US,2018-10-25,,,,,,,Fairview's Net Zero environmental club,encourage students to vote,0,march,0,0,0,0,1,1,http://www.dailycamera.com/boulder-county-schools/ci_32230882/fairview-high-students-march-thursday-encourage-youth-vote,,,,,
Newnan,Wadsworth Auditorium,GA,US,2018-10-25,more than 300,300,,300,,,Georgia's Democrats,campaign rally,1,rally,0,0,0,0,1,1,http://times-herald.com/news/2018/10/abrams-energizes-supporters-at-rally,,,,,
New Paltz,,NY,US,2018-10-25,hundreds,200,,200,,,SUNY New Paltz students,encourage students to vote,0,non-partisan rally,0,0,0,0,1,1,http://www.midhudsonnews.com/News/2018/October/25/SUNYNP_student_vote_rally-25Oct18.html,,,,,
Dover ,University of New Hampshire ,NH,US,2018-10-25,,,,,,,general protestors ,rallying in support of transgender rights in response to Trump's proposed new gender definitiond ,1,protest;rally,0,0,0,0,1,1,https://www.fosters.com/news/20181024/unh-transgender-rally-to-take-aim-at-trump-proposal,,,,,
Jacksonville ,Osborn III Convention Center ,FL,US,2018-10-25,,,,,,,rally for Republican candidate DeSantis,ralliyng for support in the midterm elections ,2,rally,0,0,0,0,1,1,https://unfspinnaker.com/72281/news/vice-president-mike-pence-and-ron-desantis-hosts-rally-in-jacksonville/,,,,,
Edwardsville,Outside Madison County Court house ,IL,US,2018-10-25,about 125,125,,125,,,general protestors,pro-gun rights,2,rally;protest,0,0,0,0,1,1,https://www.thetelegraph.com/news/article/Pro-gun-rights-rally-outside-Madison-County-13312218.php,https://www.thetelegraph.com/news/article/8216-We-do-stand-for-the-Second-13337678.php,,,,
Las Vagas ,Academy of the Arts ,NV,US,2018-10-25,,,,,,,Nevada democrats ,rallying for support in the upcoming mid-term election ,1,rally,0,0,0,0,1,1,https://www.rgj.com/story/news/politics/2018/10/22/bernie-sanders-speaks-reno-thursday-nevada-democrats/1734772002/,,,,,
Los Angeles,home of District Attorney Jackie Lacey,CA,US,2018-10-25,more than 50,50,,50,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,0,0,0,0,1,1,https://www.dailynews.com/2018/10/25/black-lives-matter-la-protesters-ask-where-is-da-jackie-lacey-on-police-violence/?clearuserstate=true,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Pittsburgh ,Outside Allefheny County Jail ,PA,US,2018-10-25,,,,,,,general protestors,protesting the treament of transgender inmates ,1,protest,11,0,0,0,1,1,https://wjactv.com/news/local/lgbtq-protest-outside-pittsburgh-jail-several-taken-into-custody,,,,,
Putnam ,Outside the Courthouse,NY,US,2018-10-25,more than 150,150,,150,,,CESA workers,protesting their lack of contracts ,0,protest,0,0,0,0,1,1,http://www.midhudsonnews.com/News/2018/October/26/PC_CSEA_rally-26Oct18.html,,,,,
Reno ,University of nevada ,NV,US,2018-10-25,about 1000,1000,,1000,,,Nevada democrats ,rallying for support in the upcoming mid-term election ,1,rally,0,0,0,0,1,1,https://www.rgj.com/story/news/politics/2018/10/22/bernie-sanders-speaks-reno-thursday-nevada-democrats/1734772002/,https://www.kolotv.com/content/news/Sanders-endorses-democratic-candidates-at-UNR-Rally-498598451.html,,,,
Rockford ,Outside Justice Center ,IL,Us,2018-10-25,,,,,,,Correctional Officers ,correctrional officers are protesting their lack of staff in the local prisions ,0,protest,0,0,0,0,1,1,https://www.wifr.com/content/news/Winnebago-County-corrections-officers-rally-for-more-staff--498609521.html,,,,,
San Deigo ,Chula Vista ,CA,US,2018-10-25,,,,,,,general protestors ,ralling for people to vote 'yes on 6' to repeal CA gas tax,0,rally,0,0,0,0,1,1,http://www.cbs8.com/story/39360776/yes-on-6-campaign-offering-gas-for-199-per-gallon-at-chula-vista-rally,,,,,
San Francisco,155 Market St.,CA,US,2018-10-25,about 50 ,50,,50,,,general protestors ,protesting Twitter's CEO endorsment of Prop C,0,protest,0,0,0,0,1,1,http://www.ktvu.com/news/prop-c-supporters-rally-outside-twitter-hq-denounce-ceos-position,https://www.sfchronicle.com/business/article/Protesters-march-in-SF-against-greedy-tech-13337047.php,,,,
Tahlequan ,Cherokee Square ,OK,US,2018-10-25,,,,,,,general protestors ,rallying for transgender rights; anti-Trump,1,protest,0,0,0,0,1,1,https://www.tahlequahdailypress.com/news/local_news/lgbtq-activists-rally-against-hhs-proposal/article_b521409f-963a-5ff2-af7a-3f1dec48f67b.html,,,,,
Victor ,Maple Ave and Route 96,OH,US,2018-10-25,,,,,,,Rally for Democratic Candidate McMurray ,rallying for support in the upcoming midterm ,1,rally,0,0,0,0,1,1,http://www.mpnnow.com/news/20181022/republicans-democrats-rally-hard-in-ontario-county,,,,,
Verona ,Outside Daikin ,VA,US,2018-10-25,,,,,,,Union workers,rallying for better employee rights ,0,rally,0,0,0,0,1,1,https://www.newsleader.com/story/news/local/2018/10/24/daikin-workers-rally-against-mismanagement-employee-rights-violations/1753392002/,,,,,
Indiannapolis ,Eli Lilly Headquarters,IN,US,2018-10-25,about 75,75,,75,,,"Janitors, union organizers, and community members",want union to get new contracts for workers,0,protest,0,0,0,0,1,1,https://www.indystar.com/picture-gallery/news/2018/10/25/janitor-protest-results-arrests/1767445002/,,,,,
Forty Fort ,Wyoming Avenue,PA,US,2018-10-25,10 protesters,10,,10,,,Action Together NEPA,support of U.S. Rep. Matt Cartwright,1,protest,0,0,0,0,1,1,https://www.citizensvoice.com/news/small-group-protests-outside-gop-rally-for-chrin-1.2401856,,,,,
Milton,Lincoln Park at Front and Broad streets,PA,US,2018-10-25,more than 30,30,,30,,,The Northumberland County Youth Leadership (NCYL),promoted bullying prevention,0,rally,0,0,0,0,1,1,https://www.dailyitem.com/news/local_news/valley-unity-day-rally-cry-bullying-has-gone-on-for/article_70a9e176-7c81-5439-86a4-75815cf95136.html,,,,,
Saint Paul,Anderson Student Cente,MN,US,2018-10-25,more than 1000,10000,,1000,,,"students, teachers and staff members ",calling for change after a student woke up to racist message written on his dorm room door,0,sit-in protest,0,0,0,0,1,1,https://minnesota.cbslocal.com/2018/10/25/university-of-st-thomas-racism-sit-in/,,,,,
Chicago,Trump Tower in Chicago,IL,US,2018-10-25,two dozen,24,,24,,,"immigrants, activists and religious leaders",show support for migrants and denounce President Trump’s immigration policies,1,rally,0,0,0,0,1,1,https://wgntv.com/2018/10/25/immigration-activist-hold-rally-in-chicago-in-support-of-caravan/,,,,,
Roy,,UT,US,2018-10-25,,,,,,,Roy high school students,protest in favor of a teacher who was suspended,0,protest,0,0,0,0,1,1,https://www.abc4.com/news/local-news/roy-hs-students-protest-in-support-of-teacher-reportedly-suspended-for-cursing/1549750339,,,,,
South Orange,President's Hall,NJ,US,2018-10-25,dozens,24,,24,,,Concerned 44,demanding funding for diversity,0,protest,0,0,0,0,1,1,https://www.nj.com/education/2018/10/seton_hall_students_protest_over_treatment_of_mino.html,,,5 day protest,,
Harrisburg ,State Capotol,PA,US,2018-10-25,more than 100,100,,100,,,Survivors of child sexual abuse and others,pressure on Pennsylvania’s Republican senators to vote on a bill,0,protest,0,0,0,0,1,1,http://www.sungazette.com/news/top-news/2018/10/backers-of-child-sex-abuse-lawsuit-window-rally-in-pa-capitol/,,,,,
Pittsburgh,Allegheny County Jail,PA,US,2018-10-25,,,,,,,general protestors,protesting transgender women are being placed with male inmates at the jail.,0,protest,11,0,0,0,1,1,https://pittsburgh.cbslocal.com/2018/10/25/transgender-lgbtq-activists-protest-allegheny-county-jail/,,,,,
Indianapolis,outside of Eli Lilly downtown,IN,US,2018-10-25,,,,,,,general protestors,protest for higher wages and better benefits for janitors.,0,protest,40,0,0,0,1,1,https://fox59.com/2018/10/25/city-county-councilors-demonstrators-arrested-while-protesting-for-better-janitor-wages/,https://www.indystar.com/story/news/2018/10/25/eli-lilly-sbm-janitorial-staffers-rally-health-care-higher-wages/1732509002/,,more than 40,,
Des Moines,west capitol grounds of the Iowa State Capitol.,IA,US,2018-10-26,fb:191,191,,191,,,Lou Ramsey and Kylä Paterson,protest the Department of Health and Human Services,0,protest,0,0,0,0,1,1,http://www.iowastatedaily.com/news/trans-rights-are-human-rights-protest/article_fc2b77b6-d8a5-11e8-9c7f-8fa4e9da2d6b.html,,,,,
Bakersfield ,,CA,US,2018-10-26,,,,,,,general protestors,rallying for people to vote yes on prop 10 ,0,rally,0,0,0,0,1,1,https://bakersfieldnow.com/news/local/proponents-of-proposition-10-rallied-at-liberty-bell,,,,,
Bozeman ,Montana State University ,MT,US,2018-10-26,about 20,20,,20,,,Student Protestors ,protesting the University reducing funding to certain departments ,0,protest,0,0,0,0,1,1,https://missoulian.com/news/local/university-of-montana-students-protest-humanities-cuts-president-bodnar-shows/article_5acfee00-2b5b-565d-9b2d-b17ac6b14a97.html,,,,,
Brunswick,Brower Commons at Rutgers University,NJ,US,2018-10-26,,,,,,,several Rutgers LGBTQ+ organizations,against Trump administration's definition of gender,1,rally,0,0,0,0,1,1,http://www.dailytargum.com/article/2018/10/rutgers-rally-sees-students-speak-out-against-trump-memo-that-would-re-define-gender,,,,,
Charlotte,Bojangles Coliseum,NC,US,2018-10-26,nearly 9000,9000,,9000,,,Trump campaign,pro-Hawley; for Republican candidates; for President Trump,2,rally,0,0,0,0,1,1,https://www.cbsnews.com/news/trump-rally-north-carolina-today-live-stream-package-bomb-suspect-arrested-2018-10-26/,https://www.cbsnews.com/news/trump-rally-north-carolina-today-live-stream-package-bomb-suspect-arrested-2018-10-26/,https://www.newsobserver.com/latest-news/article220486190.html,feat. President Trump,,
(East) Chicago,outside City Hall,IL,US,2018-10-26,a small but enthusiastic crowd,6 (photo headcount),,6,,,general protesters ,protesting use of airport for ICE deportations,1,protest,0,0,0,0,1,1,https://www.chicagotribune.com/suburbs/post-tribune/news/ct-ptb-east-chicago-protest-st-1028-story.html,https://www.reporter.net/news/state_news/crowd-rallies-against-use-of-airport-for-ice-deportations/article_d0a70fa1-b150-5720-9d25-f3c04d1884ee.html,,,,
Colorado Springs,Antlers Hotel ,CO,US,2018-10-26,,,,,,,Rally for Republican candidate Stapleton ,rallying for support in the upcoming midterm ,2,rally,0,0,0,0,1,1,https://www.fox21news.com/news/election/walker-stapleton-stops-by-colorado-springs-for-campaign-rally/1553128588,,,,,
Columbus,Yocatangee park to Courthouse ,OH,US,2018-10-26,about 2000,2000,,2000,,,Drug Free Club of America,marching to promote living drug free,0,march;rally,0,0,0,0,1,1,https://abc6onyourside.com/news/local/ross-county-students-march-for-a-drug-free-lifestyle,,,,,
Commerce Township,,MI,US,2018-10-26,,,,,,,Rally for candidate Lena Epstien,rally for support in the upcoming midterm ,2,rally,0,0,0,0,1,1,https://www.detroitnews.com/picture-gallery/news/local/michigan/2018/10/27/second-lady-karen-pence-speaks-campaign-rally-lena-epstein/1780779002/,,,,,
Detroit ,Cass Tech High School ,MI,US,2018-10-26,thousands ,2000,,2000,,,Democratic Party Rally ,rallying for support in the upcoming mid-term election ,1,rally,0,0,0,0,1,1,https://upnorthlive.com/news/local/former-president-obama-to-visit-detroit-to-rally-for-mi-democrats,https://www.detroitnews.com/story/news/local/detroit-city/2018/10/26/obama-whitmer-democrats-detroit-rally/1764712002/,,,,
Escondido ,Grape Day Park,CA,US,2018-10-26,a small rally,,,,,,Vote Common Good,rallying support for Democratic candidate Ammar Campa-Najjar for California House district 50,1,rally,0,0,0,0,1,1,https://fox5sandiego.com/2018/10/27/evangelical-christian-group-holds-rally-to-support-ammar-campa-najjar/,,,,,
Grand Vally ,Root Ave and 5th st. ,CO,US,2018-10-26,,,,,,,general protestors,protesting the migrant caravan; pro-trump,2,rally,0,0,0,0,1,1,https://www.gjsentinel.com/news/western_colorado/deplorables-to-rally-against-migrant-caravan/article_cdba57ec-d8de-11e8-8f3d-10604b9f6eda.html,,,,,
Hartford,Hartford Arts Magnet School ,CT,US,2018-10-26,an estimated 1300,1300,,1300,,,Democratic Party of CT,rallying for Democratic candidates,1,rally,0,0,0,0,1,1,https://www.ctnewsjunkie.com/archives/entry/20181026_biden_were_in_a_battle_for_americas_soul/,,,,7,
Helena,,MT,US,2018-10-26,,,,,,,Donald Trump Jr,Rallying for Republican candidates,2,rally,0,0,0,0,1,1,https://thehill.com/homenews/campaign/413445-trump-jr-calls-tester-a-piece-of-garbage-at-montana-rally,,,,1,
Indianapolis ,Outside Eil Lily's Headqurters ,IN,US,2018-10-26,nearly 50,50,,50,,,union workers,rallying for better contracts ,0,rally;protest,40,0,0,0,1,1,https://www.wane.com/news/indiana/police-remove-dozens-of-demonstrators-in-janitors-protest/1551867467,,,,,
Milwaukee,North Division High School,WI,US,2018-10-26,about 3500 people; another 600,4100,,4100,,,Democratic Party rally,rallying for support in the upcoming midterm ,1,rally,0,0,0,0,1,1,https://www.postcrescent.com/story/news/politics/elections/2018/10/24/barack-obamas-campaign-appearance-wisconsin-dems-set-friday/1748659002/,https://lacrossetribune.com/news/state-and-regional/barack-obama-rallies-for-wisconsin-democrats-in-milwaukee/article_ae388345-751e-51d0-b749-42e2fe8c0648.html,https://www.dailycardinal.com/article/2018/10/obama-rallies-state-democrats-in-milwaukee-ahead-of-biden-visit,,,
Murphysboro,Souther Illinois Airport,IL,US,2018-10-26,the thousands that gathered,2000,,2000,,,Trump campaign,rallying support for Republican candidate Bost,1,rally,0,0,0,0,1,1,http://www.bentoneveningnews.com/news/20181030/trumpbost-rally-attendees-came-from-across-the-region,http://www.dailyregister.com/news/20181030/trumpbost-rally-attendees-came-from-across-the-region,,,,
Muscatine ,,IA,US,2018-10-26,about 50,50,,50,,,Rally for Republican candidate Kim Reynolds ,,2,rally,0,0,0,0,1,1,https://muscatinejournal.com/muscatine/news/local/reynolds-talks-border-security-health-care-at-muscatine-rally/article_be4d033f-f737-5465-b388-4153d3eacfb2.html,,,,,
Northampton ,Pulaski Park ,MA,US,2018-10-26,about 40,40,,40,,, Western Massachusetts Students for a Democratic Society,anti-trump; pro- transgender rights ,1,protest,0,0,0,0,1,1,https://www.gazettenet.com/Northampton-Rally-Against-Trump-s-Transphobia-21115916,,,,,
Roswell ,International Air Center ,NM,US,2018-10-26,,,,,,,Campaign rally for Steve Pearce ,rallying for support in the upcoming mid-term election ,2,rally,0,0,0,0,1,1,https://www.sfreporter.com/news/morningword/2018/10/23/pence-to-campaign-in-new-mexico/,,,,,
