CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Source4,Misc.,
Olympia,City Hall,Thurston,WA,US,2019-06-26,,,,,,,General protesters,Black Lives Matter; Civil Rights,1,March; Rally,0,0,0,0,1,1,https://www.theolympian.com/news/local/article231988237.html,,,,,
Phoenix,City Hall,Maricopa,AZ,US,2019-06-26,,,,,,,General Protesters,Pro-Police,2,Rally,0,0,0,0,1,1,https://cronkitenews.azpbs.org/2019/06/26/phoenix-police-supporters-rally/,,,,,
San Francisco,corner of 24th and Mission Streets,San Francisco ,CA,US,2019-06-26,more than 125,125,,125,,,general protestors,against US war on Iran,1,protest,,,,,1,1,https://www.liberationnews.org/speak-out-in-san-francisco-demands-no-war-on-iran/,,,,,
Staten Island,Tottenville,Richmond,NY,US,2019-06-26,Count Pic,10,,20,,,General protesters,Anti-Vaccine,2,Rally,0,0,0,0,1,1,https://www.silive.com/news/2019/06/anti-vaccination-protesters-target-malliotakis-for-vote-to-eliminate-religious-exemptions.html,,,,,
Arlington,Reagan National Airport,Arlington,VA,US,2019-06-27,Roughly six,6,,6,,,Eulen Airport employees,"protest work conditions, lack of lunch break",0,Demonstration ,0,0,0,0,1,1,https://wjla.com/news/local/eulen-airport-workers-on-strike,,,,,
Baltimore,Hopkins Plaza,Baltimore,MD,US,2019-06-27,hundreds,200,,200,,,General protesters,Anti-ICE,1,Rally,0,0,0,0,1,1,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-ice-protest-20190627-story.html,,,,,
Boulder,BI Incorporated Building,Boulder,CO,US,2019-06-27,More than 100,100,,100,,,General protesters,Anti-ICE,1,Rally,0,0,0,0,1,1,https://www.dailycamera.com/2019/06/27/protesters-gather-outside-boulder-business-with-lucrative-ice-contracts-we-can-stand-up/,,,,,
Clint,Border Patrol Station,El Paso,TX,US,2019-06-27,dozens,24,,24,,,Border Network for Human Rights,Pro-Immigration,1,Rally,0,0,0,0,1,1,https://www.elpasotimes.com/story/news/immigration/2019/06/27/immigrant-rights-group-border-network-human-rights-protests-border-patrol-station-clint-texas/1585446001/,,,,,
Ft. Lauderdale,Ft. Lauderdale airport,Broward,FL ,US,2019-06-27,,,,,,,airport workers who are employees of Eulen America,protest abusive work environment,0,strike,,,,,1,1,https://www.dailykos.com/stories/2019/6/29/1865363/-Workers-at-four-airports-strike-to-protest-abuses-this-week-in-the-war-on-workers,,,,,
Homestead,Homestead detention facility,Miami-Dade,FL,US,2019-06-27,,,,,,,general protestors,against government crackdown and detention policy at border,1,vigil,,,,,1,1,https://www.dallasnews.com/news/politics/2019/06/27/florida-detention-site-migrant-teens-beto-orourke-slams-trump-parries-julian-castros-jabs,,,,,
Indianapolis,Archdiocese of Indianapolis,Marion,IN,US,2019-06-27,hundreds,200,,200,,,Indianapolis Catholics,Pro-LGBTQ,0,Demonstration,0,0,0,0,1,1,https://www.indystar.com/story/news/education/2019/06/27/indianapolis-archdiocese-cathedral-brebeuf-jesuit-protest-prayer/1586359001/,,,,,
Iowa City,Pentacrest,Johnson,IA,US,2019-06-27,,,,,,,General protesters,protest Sudanese human rights abuses,0,March,0,0,0,0,1,1,https://www.press-citizen.com/picture-gallery/news/2019/06/30/photos-sudanese-americans-rally-iowa-city-sudan-uprising-protest-revolt-peaceful/1612748001/,,,,,
Los Angeles,Little Tokyo,Los Angeles,CA,US,2019-06-27,,,,,,,Japanese Americans,protest housing of immigrants minors in former internment camp,1,Rally,0,0,0,0,1,1,https://www.heraldnet.com/nation-world/japanese-internment-survivors-protest-migrant-detention-center/,,,,,
Miami,Miami airport,Miami-Dade,FL,US,2019-06-27,,,,,,,airport workers who are employees of Eulen America,protest abusive work environment,0,strike,,,,,1,1,https://www.dailykos.com/stories/2019/6/29/1865363/-Workers-at-four-airports-strike-to-protest-abuses-this-week-in-the-war-on-workers,,,,,
Milan,Milan Municipal Building,Rock Island,IL,US,2019-06-27,,,,,,,QComm911 Dispatchers,Better Working Conditions,0,Demonstration ,0,0,0,0,1,1,https://qctimes.com/news/local/qcomm-dispatchers-protest-say-dispatch-center-is-understaffed/article_3f2ac215-cd39-583f-be29-3fdd1af53fe4.html,,,,,
New York,JFK airport; Queens,Queens,NY,US,2019-06-27,,,,,,,airport workers who are employees of Eulen America,protest abusive work environment,0,strike,,,,,1,1,https://www.dailykos.com/stories/2019/6/29/1865363/-Workers-at-four-airports-strike-to-protest-abuses-this-week-in-the-war-on-workers,,,,,
Pendleton,Roy Raley Park,Umatilla,OR,US,2019-06-27,couple dozen people,24,,24,,,General protesters,Against Pricing Carbon,2,Rally,0,0,0,0,1,1,https://www.eastoregonian.com/news/supporters-rally-for-awol-senators/article_40634eee-992c-11e9-8a41-6fe82a69742c.html,,,,,
Philadelpia,City Hall,Philadelphia,PA,US,2019-06-27,Approximately 100 to 200,100,,200,,,Hahnemann University Hospital employees,protest closure of hospital,0,Demonstration,0,0,0,0,1,1,https://6abc.com/business/hahnemann-employees-rally-to-save-hospital-from-closing/5367330/,,,,,
Salem,State Capitol,Marion ,OR,US,2019-06-27,Hundreds,200,,200,,,General Protesters,protest cap and trade policy,2,Rally,0,0,0,0,1,1,https://www.statesmanjournal.com/story/news/2019/06/27/hundreds-loggers-rally-against-hb-2020-senators-remain-missing-republican-oregon/1584002001/,,,,,
San Diego,San Diego Central Jail,San Diego,CA,US,2019-06-27,more than 100,100,,100,,,General protesters,protest unfair arrests,1,Demonstration ,0,0,0,0,1,1,https://www.sandiegouniontribune.com/news/public-safety/story/2019-06-28/after-2-arrested-at-chicano-park-protest-erupts-outside-san-diego-jail,,,,,
San Francisco,,San Francisco,CA,US,2019-06-27,,,,,,,Japanese Americans,protest housing of immigrants minors in former internment camp,1,Rally,0,0,0,0,1,1,https://www.kqed.org/news/11757807/japanese-americans-speak-out-against-american-concentration-camps-holding-migrants,,,,,
San Jose,,Santa Clara,CA,US,2019-06-27,,,,,,,Japanese Americans,protest housing of immigrants minors in former internment camp,1,Rally,0,0,0,0,1,1,https://www.kqed.org/news/11757807/japanese-americans-speak-out-against-american-concentration-camps-holding-migrants,,,,,
St. Louis,City Hall,St. Louis,MO,US,2019-06-27,,,,,,,General Protesters,support Circuit attorney,1,Rally,0,0,0,0,1,1,https://www.stltoday.com/news/local/crime-and-courts/supporters-of-gardner-rally-outside-march-around-city-hall/article_dca59974-cf98-5174-975b-020beb1e6f9c.html,,,,,
Washington,National airport,DC,DC,US,2019-06-27,,,,,,,airport workers who are employees of Eulen America,protest abusive work environment,0,strike,0,0,0,0,1,1,https://www.dailykos.com/stories/2019/6/29/1865363/-Workers-at-four-airports-strike-to-protest-abuses-this-week-in-the-war-on-workers,,,,,
Washington,U.S. Department of the Treasury,DC,DC,US,2019-06-27,,,,,,,Rep. Joyce Beatty,seek Tubman on $20 bill,1,Rally,0,0,0,0,0,1,https://www.wdtn.com/news/u-s-world/democrats-protest-to-put-tubman-on-the-20/,,,,,
West Hartford,outside town hall,Hartford,CT,US,2019-06-27,about 50,50,,50,,,general protestors,Pride; pro-LGBTQ,1,rally,0,0,0,0,1,1,https://we-ha.com/west-hartford-community-holds-pride-rally-at-town-hall/,,,,,
Bakersfield,outside Mesa Verde Dentention facility,Kern,CA,US,2019-06-28,count pic,12,,12,,,general protestors,against government crackdown and detention policy at border,1,protest,,,,,1,1,https://twitter.com/CIYJA/status/1144784270247915520,,,,,
Delhi,Charles D. Cook County Office Buildin,Delaware,NY,US,2019-06-28,Around 40 people,40,,40,,,General protesters,Pro-Immigration,1,Demonstration ,0,0,0,0,1,1,https://www.thedailystar.com/news/local_news/delhi-protesters-decry-detention-camps/article_ef6b88e7-8c94-548e-a9c6-ce3e432941fb.html,,,,,
Fresno,Fresno County Agricultural Commission,Fresno,CA,US,2019-06-28,,,,,,,United Farm Workers union,Better Working Conditions,0,Rally,0,0,0,0,1,1,https://www.fresnobee.com/news/business/agriculture/article232087707.html,,,,,
Homestead,Homestead detention facility,Miami-Dade,FL,US,2019-06-28,,,,,,,general protestors,against government crackdown and detention policy at border,1,protest,,,,,1,1,https://twitter.com/IsaacDovere/status/1144608135124062208,,,,,
Jacksonville,Jacksonville Library,Duval	,FL,US,2019-06-28,dozens,24,,24,,,General protesters,Pro-LGBTQ,1,Demonstration ,0,0,0,0,1,1,https://www.actionnewsjax.com/news/local/dozens-protest-in-front-of-jacksonville-library-after-it-cancelled-lgbtq-event/962517728,,,,,
New York,Washington Square Park,New York,NY,US,2019-06-28,thousands,2000,,3000,,,Lady Gaga,Pro-LGBTQ,1,Rally,0,0,0,0,1,1,https://www.reuters.com/article/us-usa-lgbt-stonewall-idUSKCN1TT1BN,,,,,
Newark,outside ICE office,Essex,NJ,US,2019-06-28,count pic,26,,26,,,general protestors,against government crackdown and detention policy at border,1,protest,,,,,1,1,https://twitter.com/khadastrophic/status/1144624965603483648,,,,,
Pismo Beach,Intersection of Thousand Hills and Price Canyon roads,San Luis Obispo,CA,US,2019-06-28,About 10 people,10,,10,,,General protesters,Against congressional representative ,1,Demonstration ,0,0,0,0,1,1,https://www.sanluisobispo.com/news/politics-government/article232078632.html,,,,,
Seattle,Cal Anderson Park,King,WA,US,2019-06-28,thousands,2000,,2000,,,General protesters,Pro-LGBTQ,1,Rally,0,0,0,0,1,1,http://www.capitolhillseattle.com/2019/06/huge-crowd-rallies-for-trans-pride-seattle-as-fight-for-rights-for-all-starts-capitol-hill-pride-weekend/,,,,,
Washington,outside US Supreme Court,DC,DC,US,2019-06-28,,,,,,,Abolitionist Action Committee,end death penalty,0,vigil; fast,,,,,1,1,http://abolition.org/fastandvigil/index.html,https://twitter.com/persiancowboy/status/1145818328587546624,,,last through July 2,
Allentown,downtown,Lehigh,PA,US,2019-06-29,about two dozen people,24,,24,,,Ashley Velazquez,Higher Wages,1,Rally,0,0,0,0,1,1,https://www.mcall.com/news/local/mc-nws-allentown-rally-minimum-wage-affordable-housing-20190629-2ndy3i6eanhmzm37flqnxxkadi-story.html,,,,,
Annapolis,West Street,Anne Arundel,MD,US,2019-06-29,Thousands,2000,,2000,,,Annapolis Pride,Pro-LGBTQ,1,Parade,2,0,0,0,1,1,https://www.capitalgazette.com/maryland/annapolis/ac-cn-annapolis-pride-20190630-story.html,,,,,
Durham,,,NC,US,2019-06-29,N/A,N/A,,N/A,,,general protest,Immigration; For compassionate immigration,1,rally,0,0,0,0,1,1,https://abc11.com/society/durham-community-members-rally-around-pastor-in-sanctuary/5371548/,,,,,
Detroit,Eastern Market,Wayne,MI,US,2019-06-29,about 50,50,,50,,,The Coalition to Oppose the Expansion of US Ecology,Pro-Environment,1,Rally,0,0,0,0,1,1,https://www.detroitnews.com/story/news/local/detroit-city/2019/06/29/group-rallies-against-expansion-waste-facility-near-detroit-hamtramck-border/1607128001/,,,,,
Eugene,Federal Courthouse,Lane,OR,US,2019-06-29,Hundreds,200,,300,,,General protesters,Anti-ICE,1,Demonstration ,0,0,0,0,1,1,https://www.registerguard.com/news/20190629/more-than-200-in-eugene-protest-child-detention-centers-saturday,,,,,
Goshen,Rogers Park,Elkhart,IN,US,2019-06-29,about 40 people,40,,40,,,General protesters,"anti-hate, anti white supremacy",0,Rally,0,0,0,0,1,1,https://www.goshennews.com/news/local_news/goshen-rally-used-to-educate-public-about-recruiting-by-white/article_18e81c78-3613-5f0f-a38a-b7a0bb468e06.html,,,,,
Hartford,31 Winchester Street,Hartford,CT,US,2019-06-29,,,,,,,Mothers United Against Violence,against gun violence,0,vigil,,,,,1,1,https://www.facebook.com/events/844683479265023/?,,,,,
Huntington Station,Jericho Turnpike and Route 110,Suffolk,NY,US,2019-06-29,a few hundred,300,,300,,,Together We Will Long Island,Anti-ICE,1,Rally,0,0,0,0,1,1,https://www.newsday.com/long-island/suffolk/immigrant-rally-detention-long-island-1.33131865,,,,,
Jacksonville,The Museum of Science and History,‎Duval,FL,US,2019-06-29,Nearly two dozen,24,,24,,,General protesters,Anti-LGBTQ,2,Demonstration ,0,0,0,0,1,1,https://www.news4jax.com/news/2019/06/29/pride-versus-prayer-at-museum-of-science-and-history-on-saturday/,,,,,
Newport,,,VT,US,2019-06-29,N/A,N/A,,N/A,,,Migrant Justice,For compassionate immigration; Immigration,0,rally,0,0,0,0,1,1,https://www.wcax.com/content/news/Three-immigrant-farm-workers-arrested-512010671.html,,,,,
Pleasanton,Alameda County Fair	,Alameda,CA,US,2019-06-29,,,,,,,Horseracing Wrongs,Animal Conservation,0,Demonstration ,0,0,0,0,1,1,https://sanfrancisco.cbslocal.com/2019/06/29/thoroughbred-trainers-fans-respond-to-anti-horseracing-activists-claims-of-cruelty/,,,,,
Portland,Pioneer Courthouse Square,Multnomah,OR,US,2019-06-29,dozens,24,,24,,,Proud Boys; HimToo Movement,Anti-Women's rights,2,march,unspecified,unspecified,unspecified,1,1,1,https://www.kptv.com/news/three-people-arrested-during-protests-in-downtown-portland-police-seek/article_d3f35428-9aa9-11e9-b5de-0fd89e448b1c.html,https://pamplinmedia.com/pt/9-news/432419-341691-antifa-marches-downtown-portland-for-protest,https://www.oregonlive.com/crime/2019/07/bloody-bedlam-in-downtown-portland-puts-police-mayor-on-defensive.html,,"police reported 3 arrests, 8 injured protesters, and 3 police officers injured, but distribution by side unclear; intense fighting with clubs and other weapons",
Portland,Pioneer Courthouse Square,Multnomah,OR,US,2019-06-29,hundreds; several hundred,200,,300,,,Rose City Antifa; Democratic Socialists of America of Portland; Popular Mobilization,Antifa; Pro-Civil Rights; Counter protest,1,counter-protest,unspecified,unspecified,unspecified,1,0,1,https://www.kgw.com/article/news/local/3-people-arrested-as-dueling-demonstrations-turn-into-civil-disturbance-in-downtown-portland/283-3a98f3b3-c2c8-4018-9678-2fbcfc81b2ae,https://pamplinmedia.com/pt/9-news/432419-341691-antifa-marches-downtown-portland-for-protest,https://www.oregonlive.com/crime/2019/07/bloody-bedlam-in-downtown-portland-puts-police-mayor-on-defensive.html,,"police reported 3 arrests, 8 injured protesters, and 3 police officers injured, but distribution by side unclear; intense fighting with clubs and other weapons",
Salt Lake City,State Capitol	,Salt Lake,UT,US,2019-06-29,about 40,40,,40,,,General protesters; Immigrants,In support of the pro-democracy movement in Sudan,0,Rally,0,0,0,0,1,1,https://www.ksl.com/article/46584596/refugees-rally-in-salt-lake-city-to-support-sudan-democracy-movement,,,,,
Setauket,Intersection of Route 25A and Bennetts Road,Suffolk,NY,US,2019-06-29,N/A,50,,50,,,North Country Peace Group,Anti-ICE,1,Rally,0,0,0,0,0,1,https://www.newsday.com/long-island/suffolk/immigrant-rally-detention-long-island-1.33131865,,,,,
Severna Park,,,MD,US,2019-06-29,about 30,30,,30,,,General Protest,Civil Rights; Against transgender rights,0,protest,1,0,0,0,1,1,https://www.capitalgazette.com/news/ac-cn-storytime-disruption-0630-story.html,,,,,
South Bend,Lawn of the South Bend Police Department,St. Joseph,IN,US,2019-06-29,a couple of dozen,24,,24,,,General protesters,seek police accountability; express frustration with Buttigieg,0,Rally,0,0,0,0,1,1,https://www.wndu.com/content/news/Community-members-hold-rally-to-demand-justice-for-Eric-Logan-512010572.html,,,,,
Washington,Columbia Heights,DC,DC,US,2019-06-29,A crowd of 300,300,,300,,,General protesters,Anti-ICE,1,Demonstration ,0,0,0,0,1,1,https://thinkprogress.org/hundreds-protest-dc-government-ice-sanctuary-9c194c46740f/,,,,,
Westport,Ruth Steinkraus Cohen Bridge,Fairfield,CT,US,2019-06-29,Almost 100,100,,100,,,James Naughton,Pro-Immigration,1,Demonstration ,0,0,0,0,1,1,https://www.westport-news.com/news/article/jUNe-Day-marked-with-protest-family-events-14062396.php,,,,,
Wilkes-Barre,Public Square,Luzerne,PA,US,2019-06-29,,,,,,,Queer NEPA,Pro-LGBTQ,1,Rally,0,0,0,0,1,1,https://wnep.com/2019/06/29/lgbtq-rally-in-wilkes-barre-marks-50th-anniversary-of-stonewall-uprising/,,,,,
Aurora,Aurora Detention Facility,Arapahoe,CO,US,2019-06-30,about 100,100,,100,,,Moral Minyan,Anti-ICE,1,Rally,0,0,0,0,1,1,https://www.ijn.com/moral-minyan-protests-at-aurora-ice-detention-facility/,,,,,
Boston,Outside the Park Street Station,Suffolk,MA,US,2019-06-30,more than 100,100,,100,,,The Boston T Party,oppose MBTA fare hike,0,Demonstration ,0,0,0,0,1,1,https://www.wcvb.com/article/protesters-rally-against-mbta-day-before-july-1-fare-hikes/28235818#,,,,,
Chicago,,Cook,IL,US,2019-06-30,,,,,,,general protestors,Pride; pro-LGBTQ,1,march,,,,,1,1,https://chicago.suntimes.com/news/2019/6/30/20606063/pride-parade-chicago-50th-lgbtq-boystown,,,,,
Clint,Outside the Clint Border Patrol station,El Paso,TX,US,2019-06-30,crowd of about 100,100,,100,,,Beto O'Rourke,Pro-Immigration,1,Rally,0,0,0,0,1,1,https://www.elpasotimes.com/story/news/2019/06/30/beto-orourke-visits-clint-border-patrol-facility-discuss-alleged-mistreatment-children/1611529001/,,,,,
Elizabeth,outside ICE detention center,Union ,NJ,US,2019-06-30,approx 100; hundreds,100,,200,,,Never Again Action,against government crackdown and detention policy at border,1,protest,36,0,0,0,1,1,https://www.nj.com/union/2019/07/dozens-of-protesters-arrested-outside-immigration-detention-center-in-nj.html,https://twitter.com/NeverAgainActn/status/1145440864174583815,,,,
Eugene,Federal Courthouse in downtown,Lane,OR,US,2019-06-30,hundreds,200,,200,,,General protesters,Pro-Immigration,1,Rally,0,0,0,0,1,1,https://kval.com/news/local/protesters-in-eugene-rally-to-call-for-end-of-detention-camps-at-us-border,,,,,
McAllen,,Hidalgo ,TX,US,2019-06-30,~100,100,,100,,,general protestors,against government crackdown and detention policy at border,1,vigil,,,,,1,1,https://twitter.com/danimarr94/status/1145530239298220037,,,,,
Minneapolis,Lake Street,Hennepin,IN,US,2019-06-30,More than a thousand,1000,,1000,,,General protesters,Anti-ICE,1,Demonstration ,0,0,0,0,1,1,http://www.startribune.com/peaceful-marchers-in-minneapolis-protest-ice-policies-separating-families/512033512/,,,,,
New York,,New York ,NY,US,2019-06-30,,,,,,,general protestors,Pride; pro-LGBTQ,1,march,,,,,1,1,https://2019-worldpride-stonewall50.nycpride.org/events/nyc-pride-march,https://www.bbc.com/news/world-us-canada-48819685,https://reclaimpridenyc.org/rpc-announces-queer-liberation-march,,https://www.amny.com/news/pride-march-2019-event-1.27508845,
San Diego,Outside Petco Park,San Diego,CA,US,2019-06-30,N/A,1,,1,,,David Nonemacher,protest killing of bees at baseball game,0,Demonstration ,0,0,0,0,1,1,https://fox5sandiego.com/2019/06/30/artist-erects-protest-sculpture-petco-park/,,,,,
San Francisco,"Market Street, from Embarcadero to Civic Center",San Francisco ,CA,US,2019-06-30,estimated 700000,700000,,700000,,,general protestors,Pride; pro-LGBTQ,1,march,0,0,0,0,1,1,http://www.sfpride.org/parade/,https://sanfrancisco.cbslocal.com/2019/06/30/protesters-disrupt-san-francisco-pride-parade-police-make-arrests/,,,,
