City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Memphis,MLK Jr. Blvd.,TN,US,2018-02-12,NA,1500,,1500,,,general protestors,Rallying for higher minimum wage,0,rally,0,0,0,0,1,1,http://wreg.com/2018/02/12/fight-for-15-fast-food-workers-protest-for-higher-minimum-wage/,http://lasvegas.cbslocal.com/2018/02/12/vegas-fast-food-workers-on-strike-for-higher-wages-and-union-rights/,http://www.foxnews.com/us/2018/02/11/fast-food-workers-set-to-protest-in-push-for-15-minimum-wage.html,
Milwaukee,General Mitchell International Airport,WI,US,2018-02-12,,,,,,,general protestors,Rallying for higher minimum wage,0,rally,0,0,0,0,1,1,https://www.biztimes.com/2018/industries/food-beverage/airport-workers-rally-for-higher-wages-union-power/,,,
New Boston,Town Hall,TX,US,2018-02-12,,,,,,,general protestors,Protesting principal's resignation,0,protest,0,0,0,0,1,1,http://www.kswo.com/story/37489075/concern-citizens-protest-at-school-board-meeting-for-bowie-county-principal-firing-patty-green,,,
New Town,Sen. Tommy Norment's office,VA,,2018-02-12,NA,2,,2,,,general protestors,Rallying in support of Medicaid expansion,0,rally,0,0,0,0,1,1,http://www.vagazette.com/news/va-vg-protest-20180214-story.html,,,
New York,City Hall,NY,US,2018-02-12,,,,,,,Cab Drivers,Protesting working conditions,0,protest,0,0,0,0,0,1,http://www.nydailynews.com/new-york/cabbies-rally-city-hall-suicides-drivers-article-1.3815948,,,
New York,Local school,NY,US,2018-02-12,hundreds,200,,200,,,general protestors,Protesting principal who did not allow black teaching,0,protest,0,0,0,0,1,1,http://www.nydailynews.com/new-york/education/protesters-demand-removal-principal-black-history-scandal-article-1.3816645,http://www.news12.com/story/37488877/is-224-parents-rally-against-principal-accused-of-racism,http://westchester.news12.com/story/37488877/is-224-parents-rally-against-principal-accused-of-racism,
New York,UN Headquarters,NY,US,2018-02-12,,,,,,,Amnesty International USA; Kenya Yetu Initiative; Kenyan diaspora,Protest against crackdown on opposition leaders and harassment of journalists in Kenya,0,protest,0,0,0,0,0,1,https://www.nation.co.ke/news/Kenyans-in-US-protest-outside-UN-office-/1056-4302130-85xnyxz/index.html,,,
Newton,Walnut St.,MA,US,2018-02-12,FB: 27,27,,27,,,ACT for America,Protesting perceived anti-semitic curriculum,0,protest,0,0,0,0,1,1,http://newton.wickedlocal.com/news/20180212/protesters-rally-against-newton-superintendent-middle-east-curriculum,https://www.facebook.com/events/292099977985231/,,
Oklahoma City, State Capitol,OK,US,2018-02-12,thousands,2000,,2000,,,Cooperative Council for Oklahoma School Administration; The Education Association of Moore; Fight For Funding; Oklahoma State School Boards Association; Student Oklahoma Education Association - SOEA; Oklahoma Education Association,Rally for teacher pay raise bill,0,rally,0,0,0,0,1,1,http://wreg.com/2018/02/12/fight-for-15-fast-food-workers-protest-for-higher-minimum-wage/,http://www.newson6.com/story/37489528/tulsa-teachers-rally-for-pay-raise,https://www.oklahoman.com/login?referer=/teacher-rally-to-support-pay-raises-step-up-oklahoma-plan/article/5582963,
Orlando,,FL,US,2018-02-12,,,,,,,general protestors,Rallying for higher minimum wage,0,rally,0,0,0,0,1,1,https://twitter.com/FightFor15FL/status/963115052168556544,,,
Phoenix,Murphy Elementary School,AZ,US,2018-02-12,,,,,,,Teachers,Protesting potential salary cuts,0,protest,0,0,0,0,1,1,https://www.azcentral.com/videos/news/local/phoenix-education/2018/02/12/teachers-protest-advance-possible-cuts-salaries/110356706/,,,
Salem,State Capitol,OR,US,2018-02-12,hundreds,200,,200,,,general protestors,Rallying for more aggressive environmental legislation,1,rally,0,0,0,0,1,1,http://www.newsobserver.com/news/business/article199726734.html,,,
San Diego,Oak Park,CA,US,2018-02-12,,,,,,,general protestors,Rallying for higher minimum wage,0,rally,0,0,0,0,1,1,http://www.cbs8.com/story/37486873/local-workers-set-to-rally-for-higher-minimum-wage-in-fight-for-15,,,
San Diego,UC San Diego,CA,US,2018-02-12,,,,,,,Ammar Campa-Najjar; San Diego State Education without Borders; SDSU Democrats; Pi Sigma Alpha; Law Enforcement Immigration Task Force; Indivisible CA-50,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://thedailyaztec.com/87736/news/congressional-candidate-joins-daca-advocates-for-rally-at-san-diego-state/,,,
Santa Fe,State Capitol,NM,US,2018-02-12,about 30,30,,30,,,general protestors,Rallying for better early education funding,0,rally,0,0,0,0,1,1,http://www.artesianews.com/1552488/faith-based-groups-hold-vigil-for-preschool-funding.html,,,
Toledo,Midwood Ave.,OH,US,2018-02-12,FB: 98,98,,98,,,Keep Abortion Safe Ohio,Rallying for safe and legal abortion,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/911728115658665/,,,
Waltham,City Hall,MA,US,2018-02-12,more than 100,100,,100,,,general protestors,Rallying to cooperate with school committee,0,rally,0,0,0,0,1,1,https://patch.com/massachusetts/waltham/residents-rally-waltham-city-hall-high-school,,,
Washington  ,U.S. Capitol,DC,US,2018-02-12,,,,,,,general protestors,Protesting budget cut for Habitat for Humanity,1,protest,0,0,0,0,0,1,http://www.mlive.com/business/ann-arbor/index.ssf/2018/02/local_habitat_officials_in_dc.html,,,"Date and extent unclear: unclear: ""week of"" Feb. 12th"
Watterville,,OH,US,2018-02-12,,,,,,,general protestors,Rallying for officers killed in line of duty,0,rally,0,0,0,0,1,1,http://fox8.com/2018/02/13/live-video-city-of-westerville-holds-vigil-to-honor-slain-officers/,,,
West Chicago,District 94 HQ,IL,US,2018-02-12,,,,,,,West Chicago Teachers Union,Rallying for contracts,0,rally,0,0,0,0,1,1,http://wgntv.com/2018/02/12/west-chicago-teachers-union-holds-prayer-vigil-as-strike-date-looms/,,,
Williamsburg,Sen. Norment's office,VA,US,2018-02-12,NA,2,,2,,,general protestors,Rallying for medicaid,1,rally,0,0,0,0,1,1,http://www.vagazette.com/news/va-vg-protest-20180214-story.html,,,
Winona,Lake Winona,MN,US,2018-02-12,dozens,24,,24,,,general protestors,Protesting domestic violence,0,protest,0,0,0,0,1,1,http://www.kttc.com/story/37490174/2018/02/Tuesday/candlelight-vigil-held-for-fatal-domestic-violence-victim,,,
Augusta,Statehouse,ME,US,2018-02-13,,,,,,,general protestors,Rallying for more expansive healthcare coverage,1,rally,0,0,0,0,1,1,http://wgme.com/news/local/mainers-rally-for-healthcare-outside-state-of-the-state-address,,,
Austin,University of Texas College of Pharmacy,TX,US,2018-02-13,two dozen,24,,24,,,general protestors,Protesting teacher accused of domestic violence,0,protest,1,0,0,0,1,1,https://www.facebook.com/events/380931119036766/,http://kxan.com/2018/02/13/one-arrested-during-campus-protest-of-ut-professor/,http://www.dailytexanonline.com/2018/02/13/students-protest-against-richard-morrisett-ut-austin%E2%80%99s-decision-to-keep-him-as-faculty,
Bend,Peace Corner,OR,US,2018-02-13,,,,,,,"Indivisible Bend, Oregon",Protesting Trump,1,protest,0,0,0,0,1,1,https://twitter.com/IndivisibleBend/status/961039936437682176,,,
Benton Harbor,Benton Harbor High School,MI,US,2018-02-13,,,,,,,general protestors,rally in support of superintendent,0,rally,0,0,0,0,1,1,"
http://www.heraldpalladium.com/news/local/bh-pastor-rallies-support-for-walker/article_1813caaf-93ad-5043-8874-71c0e016f765.html",,,
Boone,Appalachian State University,NC,US,2018-02-13,,,,,,,Students,Protesting anti-LGBT speaker,0,protest,0,0,0,0,1,1,http://spectrumlocalnews.com/nc/charlotte/news/2018/02/14/students-protest-speaker-who-says-churches-can--cure--lgbtq-community,,,
Columbia,Statehouse,SC,US,2018-02-13,more than 200,200,,200,,,Save Our Lands,Protesting offshore drilling,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/142047229825291/,http://www.abccolumbia.com/2018/02/13/off-shore-drilling-protest-state-house-draws-large-crowd/,https://www.postandcourier.com/news/anti-drilling-rally-draws-a-few-hundred-to-south-carolina/article_3b1c23e0-10e1-11e8-9a7d-f3eec31f51e5.html,
Columbus,Statehouse,OH,US,2018-02-13,FB: 24,24,,24,,,Advocates for Planned Parenthood,Protesting bill that would make abortion more difficult,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/339556189875020/,,,
Concord,State Capitol,NH,US,2018-02-13,,,,,,,general protestors,Protesting state bill that would make it harder to breed dogs,0,protest,0,0,0,0,1,1,http://www.unionleader.com/article/20180213/NEWS0621/180219751,,,
Denver,State Capitol,CO,US,2018-02-13,Dozens; FB: 228,24,,228,,,Women's Lobby of Colorado,Rallying to save CO civil rights division,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/1628259407262105/,https://www.denverpost.com/2018/02/13/colorado-civil-rights-commission-funding-withheld/,,
Eureka,County Board of Supervisors,CA,US,2018-02-13,,,,,,,Marijuana Farmers,Protesting tax,0,protest,0,0,0,0,1,1,http://www.times-standard.com/article/NJ/20180213/NEWS/180219948,,,
Hamilton,,NJ,US,2018-02-13,,,,,,,general protestors,Protesting offshore drilling,1,protest,0,0,0,0,1,1,http://www.fox29.com/news/politics/foes-of-offshore-drilling-plan-to-rally-in-nj,,,
Hartford,Legislative Office Building,CT,US,2018-02-13,FB: 46,46,,46,,,CT Students for a Dream,Rallying for immigrant rights,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/364887093985479/,,,
Hartford,Marriott Downtown,CT,US,2018-02-13,FB: 9; About 50 activists,9,,50,,,CT 5th District Progressives,Protesting Trump's cuts to environmental funding,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/155652445229607/,http://wtnh.com/2018/02/13/crowd-rallies-against-proposal-to-open-connecticut-shoreline-for-drilling/,https://www.courthousenews.com/environmentalists-in-connecticut-protest-offshore-drilling/,
Henry,Airport,GA,US,2018-02-13,dozens,24,,24,,,general protestors,Protesting fossil fuels,1,protest,0,0,0,0,1,1,http://www.wsbtv.com/news/local/clayton-county/students-protest-fuel-tax-bill-outside-airport/699087624,,,
Kalida,Kalida Knights of Columbus Hall,OH,US,2018-02-13,,,,,,,general protestors,Lets Get Fired Up Ohio Democrats; Campaign,1,rally,0,0,0,0,1,1,http://www.limaohio.com/news/285301/democratic-rally-planned-tuesday-in-kalida,,,
Madison,University of Wisconsin,WI,US,2018-02-13,at least 100,100,,100,,,Students,Protesting mandatory meal plans,0,protest,0,0,0,0,1,1,https://badgerherald.com/news/2018/02/13/i-cant-eat-students-gather-in-gordon-to-protest-mandatory-dining-plan/,https://www.channel3000.com/news/students-organize-protest-in-response-to-uw-madison-meal-plan/699720379,,
Minneapolis,Public Schools HQ,MN,US,2018-02-13,hundreds,200,,200,,,general protestors,Rallying for teacher's contracts,0,rally,0,0,0,0,1,1,http://www.startribune.com/minneapolis-teachers-and-supporters-rally-tuesday/473949743/,,,
Missoula,University of Montana,MT,US,2018-02-13,,,,,,,general protestors,Protesting right-wing speaker,0,protest,0,0,0,0,1,1,http://missoulian.com/news/local/updated-protesters-gather-as-controversial-lecturer-speaks-at-university-of/article_4840a873-ca5a-50b2-b45c-024543605f26.html,,,
Montgomery,,AL,US,2018-02-13,,,,,,,general protestors,Rallying for children's rights,0,rally,0,0,0,0,1,1,http://www.wiat.com/news/local/child-advocates-rally-at-state-house/972667705,,,
New York,State Dept of Education,NY,US,2018-02-13,FB: 110,110,,110,,,NY Black Lives Matter,Rallying for racial equality in schools,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/220476828522562/,,,
Oakland,West Oakland BART Station,CA,US,2018-02-13,dozens,24,,24,,,general protestors,Protesting police shooting of local man,0,protest,0,0,0,0,1,1,http://abc7news.com/protest-in-oakland-over-officer-involved-death-of-sahleem-tindle/3079114/,,,
Oakland,,CA,US,2018-02-13,,,,,,,Restaurant Opportunities Centers United (ROC),Rallying to combat sexual harrassment in the restaurant industry,0,rally,0,0,0,0,0,1,https://www.reuters.com/article/us-usa-misconduct-restaurants/u-s-restaurant-workers-target-low-wages-in-campaign-against-sexual-harassment-idUSKCN1FY08Y?il=0,,,
Orange County,City Hall,FL,US,2018-02-13,,,,,,,general protestors,Rallying for teachers' contracts,0,rally,0,0,0,0,1,1,http://www.wftv.com/news/local/orange-county-teachers-rally-for-higher-pay/699228740,,,
Philadelphia,City Hall,PA,US,2018-02-13,hundreds,200,,200,,,general protestors,Rallying for worker's rights,0,rally,0,0,0,0,0,1,https://www.nbcphiladelphia.com/news/local/Workers-Rally-in-Philadelphia-for-Local-Law-Protecting-Work-Schedules-473985523.html,,,
Philadelphia,,PA,US,2018-02-13,,,,,,,Restaurant Opportunities Centers United (ROC),Rallying to combat sexual harrassment in the restaurant industry,0,rally,0,0,0,0,1,1,https://www.reuters.com/article/us-usa-misconduct-restaurants/u-s-restaurant-workers-target-low-wages-in-campaign-against-sexual-harassment-idUSKCN1FY08Y?il=0,,,
Phoenix,State Capitol,AZ,US,2018-02-13,more than 200,200,,200,,,general protestors,Protesting shutting down train ,0,protest,0,0,0,0,1,1,https://www.sltrib.com/news/nation-world/2018/02/12/protesters-march-to-oppose-navajo-generating-station-closure/,,,
Portland,Sen. Merkley's office,OR,US,2018-02-13,FB: 15,15,,15,,,Indivisible Oregon,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/853393284840465/,,,
Saint Paul,"Bishop Henry Whipple Building, 1 Federal Dr",MN,US,2018-02-13,,,,,,,Interfaith Coalition on Immigration,"in solidarity with migrant detainees, against inhumane detention practices, abolish ICE, keep families together, for clean DREAM Act",1,vigil,,,,,1,1,https://mnicom.org/programs/vigils/,https://mnicom.org/2018/02/08/february-2018-vigil/,,second Tuesday of every month
San Bernadino,County Government Center,CA,US,2018-02-13,,,,,,,general protestors,Protesting proposal to build warehouse next to school,0,protest,0,0,0,0,1,1,https://www.sbsun.com/2018/02/13/bloomington-residents-protest-san-bernardino-county-supervisors-about-warehouse-plans/,,,
San Francisco,Federal Building,CA,US,2018-02-13,FB: 10,10,,10,,,Resistance SF,Protesting Trump's connections to Russia,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1495233553932175/,,,
Scottsdale,Coronado High School,AZ,US,2018-02-13,hundreds,200,,200,,,general protestors,Protesting superintendent,0,protest,0,0,0,0,1,1,https://www.azcentral.com/story/news/local/scottsdale/2018/02/13/scottsdale-residents-rally-tuesday-school-board-fire-superintendent-denise-birdwell/311891002/,,,
Seattle,Bennett Federal Building,WA,US,2018-02-13,,,,,,,Seattle Indivisible ,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/207978356430822/?event_time_id=207978366430821,,,
Seattle,,WA,US,2018-02-13,,,,,,,Restaurant Opportunities Centers United (ROC),Rallying to combat sexual harrassment in the restaurant industry,0,rally,0,0,0,0,0,1,https://www.reuters.com/article/us-usa-misconduct-restaurants/u-s-restaurant-workers-target-low-wages-in-campaign-against-sexual-harassment-idUSKCN1FY08Y?il=0,,,
Tacoma,Tacoma Council Chambers,WA,US,2018-02-13,FB: 45,45,,45,,,The People'sAssembly,Rallying for affordable housing,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/193938191191923/,,,
Tallahassee,State Capitol,FL,US,2018-02-13,,,,,,,general protestors,Protesting crime,0,protest,0,0,0,0,1,1,http://www.wctv.tv/content/news/Crime-survivors-march-to-state-capitol-473965943.html,,,
Tampa,Hillsborough County Center,FL,US,2018-02-13,25 activists,25,,25,,,general protestors,Rallying to raise awareness of ICE detainments,1,rally,0,0,0,0,1,1,http://floridapolitics.com/archives/256290-immigration-activists-call-emergency-travel-advisory-florida,,,
Victoria,North Navarro Street and Mockingbird Lane,TX,US,2018-02-13,more than 90,90,,90,,,general protestors,Cannabis rally,1,march,0,0,0,0,1,1,https://www.victoriaadvocate.com/news/2018/feb/13/cannabis-rally-organizers-work-to-expand-spotlight/?mostcommented,,,
Victoria,North Navarro Street and Mockingbird Lane,TX,US,2018-02-13,More than 90 people,90,,90,,,Melisa Barksdale,Rallying to support marijuana legalization,0,rally,0,0,0,0,1,1,https://www.victoriaadvocate.com/news/2018/feb/13/cannabis-rally-organizers-work-to-expand-spotlight/,,,
Vista,1800 Thibodo Rd,CA,US,2018-02-13,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Vista,1800 Thibodo Rd.,CA,US,2018-02-13,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Washington  ,16th St.,DC,US,2018-02-13,FB: 81,81,,81,,,Union Veterans Council,Rallying to support veterans,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/203803887030044/,,,
Washington  ,Dept. of Veterans Affairs,DC,US,2018-02-13,about 200,200,,200,,,general protestors,Protesting VA understaffing,0,protest,0,0,0,0,0,1,https://www.stripes.com/federal-unions-march-on-va-headquarters-to-protest-staffing-shortages-1.511543,,,
Washington  ,Senate Building,DC,US,2018-02-13,,,,,,,general protestors,Rallying for disability rights,0,rally,10,0,0,0,0,1,http://thehill.com/homenews/house/373721-capitol-police-arrest-disability-rights-protesters-for-disrupting-hearing,,,
Williamsburg,Cohen Career Center,VA,US,2018-02-13,FB: 20,20,,20,,,Environment Virginia,Protesting offshore drilling,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2053901698172753/,,,
Winston-Salem,Central Library,NC,US,2018-02-13,FB:8 ,8,,8,,,Winston-Salem Socialists,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/746019782259319/,,,
