CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,TearGas,Source1,Source2,Source3,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,Source13,Source14,Source15,,,,
Woodmere,Broadway and Neptune Ave,,NY,US,2020-10-25,,,,,,,general protesters,"for President Trump, for religious freedom, for support for Israel, against COVID-related state mandates",2,rally,0,0,0,0,1,1,,,,https://www.haaretz.com/us-news/orthodox-jewry-s-political-contradictions-take-center-stage-at-trump-rally-1.9265581,"https://www.liherald.com/fivetowns/stories/sunday-rally-in-woodmere-on-broadway,128314",,,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-10-25,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,,,,,,,,,,,,,
Allentown,Lehigh Valley International Airport,,PA,US,2020-10-26,thousands,2000,,2000,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,feat. President Trump,,https://www.wgal.com/article/president-donald-trump-holds-campaign-rally-at-lancaster-airport-in-lititz/34480035,https://www.buzzfeednews.com/article/kadiagoba/trump-pennsylvania-allentown-rally-biden-supporter,https://www.washingtontimes.com/news/2020/oct/24/trump-hold-rally-allentown-pennsylvania-monday/,,,,,,,,,,,,,,,,
Athens,College Square Plaza,,GA,US,2020-10-26,about 150,150,,150,,,general protesters,"for Joe Biden, for Democratic candidates for office",1,rally,0,0,0,0,1,1,,Feat. Jon Ossoff,,https://www.redandblack.com/athensnews/us-senate-candidate-jon-ossoff-hosts-rally-in-athens-encourages-young-people-to-vote/article_6bcdb06c-17fa-11eb-8abb-cb2af49094d2.html,,,,,,,,,,,,,,,,,,
Athens,University of Georgia's Memorial Hall,,GA,US,2020-10-26,,,,,,,Turning Point UGA,for Doug Collins for U.S. Senate,2,rally,,,,,0,1,,,,https://www.redandblack.com/athensnews/us-senate-candidate-doug-collins-hosts-rally-at-uga-as-election-day-approaches/article_eee721e4-17e7-11eb-8635-a36c3663585a.html,,,,,,,,,,,,,,,,,,
Bailey,,,NC,US,2020-10-26,,,,,,,general protesters,for Mark Robinson for lieutenant governor,2,rally,0,0,0,0,1,1,,,,https://www.rockymounttelegram.com/news/local/gop-candidate-rallies-party-faithful/article_12bb9263-8d3e-5caf-93ae-6f0521d4d4e9.html,,,,,,,,,,,,,,,,,,
Barron,"Government Center, 335 E Monroe Ave",,WI,US,2020-10-26,15-20,15,,20,,,general protesters,"in support of survivors of domestic violence and abuse, for continued funding of Embrace",0,demonstration,0,0,0,0,1,1,,,,https://www.news-shield.com/news/top_stories/article_2b8b4f00-1921-11eb-9a5b-ef7e4dff4093.html,,,,,,,,,,,,,,,,,,
Bel Air,A.A. Roberty Building,,MD,US,2020-10-26,,,,,,,Reopen Harford County Schools,for resuming in-person schooling during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,,https://www.baltimoresun.com/maryland/harford/aegis/cng-ag-boe-meeting-cut-short-1028-20201027-ti7bsft4vjhpxpnrnljotpq5m4-story.html,,,,,,,,,,,,,,,,,,
Bel Air,A.A. Roberty Building,,MD,US,2020-10-26,,,,,,,general protesters,"in support of four Black school administrators who were unfairly demoted, for hiring more people of color by school system",1,protest,0,0,0,0,0,1,,Justice for the 4,,https://www.baltimoresun.com/maryland/harford/aegis/cng-ag-boe-meeting-cut-short-1028-20201027-ti7bsft4vjhpxpnrnljotpq5m4-story.html,,,,,,,,,,,,,,,,,,
Birmingham,Sixteenth Street Baptist Church to Jefferson County Courthouse,,AL,US,2020-10-26,,,,,,,general protesters,for voting rights,1,rally; march,0,0,0,0,1,1,,Do It For Breonna Vote Tour,,https://www.wbrc.com/2020/10/26/do-it-breonna-voting-rally-march-birmingham/,,,,,,,,,,,,,,,,,,
Boise,State St,,ID,US,2020-10-26,,,,,,,general protesters,"against racism, against hate, for American values, for equality, Black Lives Matter, for voting rights, in support of veterans and active-duty military, respect science",1,demonstration,,,,,1,1,,,,https://www.kivitv.com/news/honk-for-american-values-demonstration-continues-for-100-straight-days,https://www.idahopress.com/news/local/honk-for-american-values-demonstrators-near-100-consecutive-days/article_088f414c-ac84-5f55-b84e-b3f811add6be.html,,,,,,,,,,,,,,,,,
Champaign,Mellon Building,,IL,US,2020-10-26,,,,,,,Champaign Federation of Teachers,in solidarity with teachers and staff returning to in-person schooling,0,rally,,,,,1,1,,,,https://www.wcia.com/news/local-news/champaign-teachers-to-hold-solidarity-rally-for-teachers-returning-to-in-person-instruction/,,,,,,,,,,,,,,,,,,
Charleston,Sen. Shelly Moore Capito's office,,WV,US,2020-10-26,count pic,15,,20,,,Kanawha Valley National Organization of Women,"against confirming Amy Coney Barrett to U.S. Supreme Court, for additional federal economic relief package during coronavirus pandemic",1,protest,0,0,0,0,1,1,,,,https://www.wtrf.com/news/west-virginia-headlines/wv-groups-protest-over-amy-coney-barretts-nomination-for-supreme-court/,https://www.publicnewsservice.org/2020-10-27/social-justice/wv-groups-protest-scotus-nominee-urge-senate-refocus-on-covid-relief/a71922-1,,,,,,,,,,,,,,,,,
Detroit,Macomb County Building,,MI,US,2020-10-26,over a dozen; about 20,12,,20,,,Detroit Will Breathe,for dropping charges against Black Lives Matter protesters in Shelby Township,1,protest,0,0,0,0,1,1,,,,https://www.clickondetroit.com/news/local/2020/10/26/group-pushes-shelby-township-police-to-release-drop-charges-against-protesters-arrested-saturday/,http://www.iosconews.com/news/state/article_684cebf7-6c52-50b4-b517-092c852955d9.html,,,,,,,,,,,,,,,,,
Duluth,,,GA,US,2020-10-26,,,,,,,general protesters,"for President Trump, for Republican candidates for office",2,rally,0,0,0,0,1,1,,Feat. Sarah Huckabee Sanders,,https://www.ajc.com/politics/republicans-rally-in-gwinnett-biden-endorses-us-senate-candidates/QAKPA5PWRJB43MMQ3RSYANLCO4/,,,,,,,,,,,,,,,,,,
Duluth,Duluth City Hall,,MN,US,2020-10-26,,,,,,,general protesters,for action against homelessness,0,rally,0,0,0,0,1,1,,,,https://www.fox21online.com/2020/10/26/advocates-pitch-tents-outside-duluth-city-hall-to-call-action-to-homelessness/,https://www.duluthnewstribune.com/community/people/6734149-Duluth-homelessness-advocates-rally-for-immediate-action,,,,,,,,,,,,,,,,,
Evanston,,,IL,US,2020-10-26,,,,,,,Northwestern University Community Not Cops,"against racism, for abolishing Northwestern University police",1,march; protest,,,,,1,1,,,,https://dailynorthwestern.com/2020/10/28/campus/studentgroups/nucnc-marches-in-honor-of-walter-wallace-jr-stands-with-philadelphia-protests/,,,,,,,,,,,,,,,,,,
Hanover Township,HoverTech International,,PA,US,2020-10-26,count pic,97,,97,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,Feat. President Trump,,https://www.mcall.com/news/elections/mc-pictures-trump-lehigh-valley-20201026-qqhti45ovzanjd6ugqbfzo4szq-photogallery.html,https://thebrownandwhite.com/2020/10/26/president-trump-rallies-lehigh-valley/,,,,,,,,,,,,,,,,,
Hibbing,Range Regional Airport,,MN,US,2020-10-26,approximately 650,650,,650,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,Feat. Mike Pence,,https://kbjr6.com/2020/10/23/pence-to-hold-campaign-rally-in-hibbing-monday/,https://kbjr6.com/2020/10/26/pence-tests-negative-for-covid-morning-of-hibbing-rally/,https://www.washingtonexaminer.com/news/campaigns/pence-skirts-minnesota-rally-limits-by-calling-it-a-peaceful-protest,https://www.duluthnewstribune.com/news/government-and-politics/6738997-Pence-campaign-broke-agreement-to-maintain-crowd-sizes-at-Hibbing-rally,,,,,,,,,,,,,,,
Indiana,Indiana University of Pennsylvania,,PA,US,2020-10-26,more than 100,100,,100,,,student musicians,against proposed merger of university's fine arts and humanities and social sciences programs and associated layoffs of faculty and staff,0,protest,0,0,0,0,1,1,,,,https://www.indianagazette.com/news/local/iup-students-protest-proposed-cuts/article_a8b92a90-1860-11eb-be40-8f8cf94f596a.html,,,,,,,,,,,,,,,,,,
Johnstown,Westmont Hilltop High School,,PA,US,2020-10-26,dozens,24,,24,,,general protesters,for punishment of student who posted racially insensitive material,1,protest,0,0,0,0,1,1,,,,https://www.abc23.com/newspost/westmont-hilltop-protest/,https://www.fox8tv.com/newspost/westmont-protesters/,,,,,,,,,,,,,,,,,
Lafayette,El Curtola Blvd & Highway 24,,CA,US,2020-10-26,,,,,,,Contra Costa County Patriots,for President Trump,2,demonstration,,,,,1,1,,,,https://www.sfgate.com/news/bayarea/article/Council-To-Ask-State-To-Remove-Highway-Overpass-16006373.php,,,,,,,,,,,,,,,,,,
Lake Charter Township,4520 Moline-Martin Rd,,MI,US,2020-10-26,,,,,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,Feat. Donald Trump Jr.,,https://www.toledoblade.com/local/politics/2020/10/26/donald-trump-jr-dtj-lake-township-toledo-executive-airport-rally-election-2020/stories/20201026086,,,,,,,,,,,,,,,,,,
Lexington,"Norsworthy Auditorium, 701 E Main St",,KY,US,2020-10-26,about 75,75,,75,,,Let Them Learn in Fayette County,against school board decision to continue online teaching during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,,https://foxlexington.com/news/local/fayette-county-parents-protest-virtual-learning-decision,https://www.wtvq.com/2020/10/26/let-them-learn-rally-outside-fcps-board-meeting-parents-frustrated/,https://www.kentucky.com/news/local/education/article246738131.html,,,,,,,,,,,,,,,,
Lititz,Lancaster Airport,,PA,US,2020-10-26,,,,,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,Feat. President Trump,,https://www.wgal.com/article/president-donald-trump-holds-campaign-rally-at-lancaster-airport-in-lititz/34480035,https://www.ldnews.com/story/news/2020/10/23/president-trump-expected-two-rallies-pennsylvania-monday/6010719002/,https://www.pennlive.com/news/2020/10/president-trumps-campaign-announces-rally-in-lancaster-county.html,https://www.timesonline.com/story/news/2020/10/23/president-trump-expected-two-rallies-pennsylvania-monday/6010719002/,https://www.mcall.com/news/elections/mc-nws-trump-biden-bucks-county-update-20201023-jncuretlxravdezjx2bmo6j42e-story.html,,,,,,,,,,,,,,
Los Angeles,U.S. Courthouse,,CA,US,2020-10-26,,,,,,,general protesters,against confirmation of Amy Coney Barrett to U.S. Supreme Court,1,march,0,0,0,0,1,1,,,,https://www.dailynews.com/2020/10/27/photos-handmaids-protest-barretts-supreme-court-confirmation-in-la/,,,,,,,,,,,,,,,,,,
Lufkin,David and Kourtney Frankens’ property,,TX,US,2020-10-26,a few dozen,36,,36,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,,https://lufkindailynews.com/election2020/article_c016b20d-1607-551a-ad63-670ad2269ab5.html,,,,,,,,,,,,,,,,,,
Martinsburg,Altoona-Blair County Airport,,PA,US,2020-10-26,hundreds; thousands,200,,2000,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,Feat. President Trump,,https://www.tribdem.com/news/election-2020-trump-supporters-at-blair-county-rally-rooting-for-four-more-years/article_7de6a8de-17c9-11eb-b721-170bbeeddc4a.html,https://www.abc23.com/newspost/trump-rally-in-martinsburg/,https://www.timesonline.com/story/news/2020/10/23/president-trump-expected-two-rallies-pennsylvania-monday/6010719002/,https://www.dailyitem.com/multimedia/trump-hosts-make-america-great-again-victory-rally-in-blair-county/video_11590303-f0bc-5e18-8221-fd9be1ed771f.html,,,,,,,,,,,,,,,
Montgomery,downtown,,AL,US,2020-10-26,count video,7,,7,,,general protesters,"for abolishing SARS in Nigeria, against police brutality",0,protest,0,0,0,0,1,1,,,,https://www.wsfa.com/2020/10/26/sars-protest-takes-place-downtown-montgomery/,,,,,,,,,,,,,,,,,,
Nashville,408 2nd Ave N,,TN,US,2020-10-26,,,,,,,Break My Silence,"against domestic violence and sexual assault, for justice for Marissa Desgranges",0,protest,,,,,1,1,,,,https://www.rallylist.com/break-my-silence-against-domestic-violence/,,,,,,,,,,,,,,,,,,
New Hill,Finnigan's Run Farms,,NC,US,2020-10-26,,,,,,,general protesters,for President Trump,2,rally,,,,,,,,Feat. Karen Pence,,https://abc11.com/politics/kinston-rally-goes-on-despite-covid-19-in-vp-pences-orbit/7327606/,,,,,,,,,,,,,,,,,,
New York,"1472 Broadway, Manhattan",,NY,US,2020-10-26,hundreds,200,,200,,,general protesters,against injustices in Guinea,0,march,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1320689129470988288,https://twitter.com/protest_nyc/status/1320876974957645829,,,,,,,,,,,,,,,,,
New York,"62 Madison Ave, Manhattan",,NY,US,2020-10-26,,,,,,,general protesters,against moving homeless people out of hotel into congregate shelters during coronavirus pandemic,0,rally,,,,,0,1,,Save the MAve Family Shelter,,https://twitter.com/protest_nyc/status/1320689129470988288,https://twitter.com/lovingpawsmike/status/1320374834229055489,,,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-10-26,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police violence",1,vigil; march,,,,,0,1,,,,https://www.instagram.com/p/CG0r0IgjPXo/,,,,,,,,,,,,,,,,,,
New York,"Governor Cuomo's office, 633 3rd Ave, Manhattan",,NY,US,2020-10-26,,,,,,,"Katal Center for Health, Equity, and Justice","for passing Community Supervision Revocation Reform Act, against reincarcerating people for technical violations of parole, #LessIsMoreNY",0,protest,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1320689129470988288,,,,,,,,,,,,,,,,,,
New York,"Manhattan Ave and Montrose Ave, Brooklyn",,NY,US,2020-10-26,count video,5,,5,,,Brownville Residents Green Committee,"against construction of natural gas pipeline, for environmental protection",1,direct action,5,0,0,0,1,1,,,,https://twitter.com/protest_nyc/status/1320730884572647425,https://www.instagram.com/tv/CGzt0dOjrJe/?igshid=2hffuaf8ooxp,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-10-26,,,,,,,general protesters,"against racism, against police violence",1,gathering,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1320689129470988288,,,,,,,,,,,,,,,,,,
New York,"Naumberg Bandshell, Central Park, Manhattan",,NY,US,2020-10-26,,,,,,,Music Workers Alliance,for emergency relief for musicians during coronavirus pandemic,0,march,,,,,0,1,,Emergency March for Survival,,https://twitter.com/protest_nyc/status/1320689129470988288,,,,,,,,,,,,,,,,,,
Paris,Lamar County Courthouse,,TX,US,2020-10-26,count pic,4,,4,,,Texas Reconstruction Project,for the removal of Confederate monuments,1,protest,0,0,0,0,1,1,,,,https://theparisnews.com/news/article_86f918ce-186b-11eb-8d94-0be312c75d65.html,,,,,,,,,,,,,,,,,,
Pembroke,"Lumbee Hall, University of North Carolina at Pembroke",,NC,US,2020-10-26,about 50,50,,50,,,UNCP students and alumni,for removal of University of North Carolina at Pembroke Chancellor Robin Cummings for attending Trump rally and violating university's COVID-19 protocol,1,protest,0,0,0,0,1,1,,,,https://www.robesonian.com/news/139168/uncp-students-call-for-chancellor-to-resign-because-he-attended-trump-rally,https://wpde.com/news/local/uncp-students-protest-their-chancellor-following-trumps-rally-in-lumberton,,,,,,,,,,,,,,,,,
Peoria,"Planned Parenthood, 2709 Knoxville Ave",,IL,US,2020-10-26,,,,,,,40 Days for Life,against abortion rights,2,vigil,,,,,1,1,,,,https://www.pjstar.com/photogallery/IP/20201028/PHOTOGALLERY/102809998/PH/1,,,,,,,,,,,,,,,,,,
Philadelphia,"52nd St, West Philadelphia",,PA,US,2020-10-26,a few hundred,300,,300,,,general protesters,"against racism, against police violence, for justice for Walter Wallace Jr.",1,protest,90,0,30,1,0,1,,,,https://www.inquirer.com/news/philadelphia/live/philadelphia-protests-police-shooting-walter-wallace-jr-20201026.html,https://www.cbsnews.com/news/protesters-gather-outside-philadelphia-police-precinct-after-police-shoot-and-kill-man-with-knife/,https://www.nbcphiladelphia.com/news/local/crowds-protest-and-riot-in-west-philly-after-deadly-police-shooting/2574729/,http://www.westphillylocal.com/2020/10/27/protests-civil-unrest-erupt-in-west-philly-following-police-killing-of-27-year-old-black-man-at-61st-and-locust/,Walter Wallace Jr. shooting death: Looters ransack Philadelphia businesses during 2nd night of unrest - 6abc Philadelphia,,,,,,,,,,,,,,
Philadelphia,Independence Mall,,PA,US,2020-10-26,,,,,,,Refuse Fascism Philly; Refuse Fascism,"against President Trump, against fascism",1,rally,,,,,1,1,,Trump/Pence out Now,,https://www.facebook.com/events/377496803255181/?event_time_id=377496809921847,,,,,,,,,,,,,,,,,,
Phoenix,Rustler's Rooste,,AZ,US,2020-10-26,,,,,,,general protesters,for President Trump,2,rally,,,,,1,1,,Feat. Eric Trump,,https://www.azcentral.com/picture-gallery/news/politics/arizona/2020/10/27/photos-eric-trump-attends-rally-phoenix-rustlers-rooste-before-election/6050823002/,,,,,,,,,,,,,,,,,,
Rock Hill,Sonny's Dutch Mill,,SC,US,2020-10-26,about 30,30,,30,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,,https://www.heraldonline.com/news/politics-government/election/article246724691.html,,,,,,,,,,,,,,,,,,
Rockford,Rockford City Hall,,IL,US,2020-10-26,,,,,,,May 30th Alliance,"against racism, against police violence, for justice for Tyris Jones, for dropping charges against protesters",1,occupation,0,0,0,0,0,1,,,,https://www.rrstar.com/news/20201026/rockford-city-hall-protesters-demonstrations-will-continue-mdash-and-increase,https://www.fox10phoenix.com/news/eric-trump-to-host-campaign-rally-in-phoenix-on-oct-26-2,,,,,,,,,,,,,,,,,
Saugerties,Market St and Main St,,NY,US,2020-10-26,,,,,,,general protesters,"against racism, against police brutality",1,demonstration,,,,,1,1,,,,https://www.dailyfreeman.com/market-and-main-protest-against-injustice-in-saugerties-ny/video_3547c417-af6f-5f1b-8397-fb6b01334ac0.html,https://hudsonvalleyone.com/2020/07/24/letter-black-lives-matter/,,,,,,,,,,,,,,,,,
Savannah,Savannah State University,,GA,US,2020-10-26,,,,,,,general protesters,for Joe Biden,1,drive-in rally,0,0,0,0,1,1,20201026-savannah-biden,Feat. Jill Biden,,https://www.savannahnow.com/photogallery/GA/20201027/PHOTOGALLERY/102709999/PH/1,https://www.wjcl.com/article/dr-jill-biden-holds-drive-in-rally-in-savannah/34487786,https://www.savannahnow.com/news/20201026/jill-biden-hosts-campaign-rally-for-her-husband-at-savannah-state,https://www.savannahnow.com/story/special/2020/11/02/savannah-campaign-rally-underscores-deep-divisions-in-political-race/114618876/,,,,,,,,,,,,,,,
