CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,
Tarrytown,293 Benedict Avenue,Westchester,NY,US,2019-05-24,,,,,,,Hackley School Earth Action League,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12.00-13.30,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Tisbury,In front of townhall | In front of school,Dukes,MA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,8-10:30am | At 12.00-13.00 (noon to 1pm),,Every Friday,
Traverse City,Clinch Park Waterfront,Grand Traverse,MI,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,10:19-1:00pm,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Truckee,Donner Pass Rd.,Nevada ,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,10:00 to 10:30 am,,Once only,
Washington,3100 14th St NW,DC,DC,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,protest,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,,,Once only,
Washington,DC administrative building,DC,DC,US,2019-05-24,more than 100,100,,100,,,students,for public education; for school construction,0,protest,0,0,0,0,1,1,https://www.wusa9.com/article/news/local/dc/banneker-hs-students-shout-demands-for-a-new-school-building-during-protest-in-wilson-building/65-51b06d6b-f832-4ed7-99c4-315df3fbf5be,,,,,,
Washington,1600 Pennsylvania Ave NW; Anacostia Riverwalk,DC,DC,US,2019-05-24,,,,,,,WAIC up,for climate change action; pro-environment,1,strike,,,,,0,1,https://www.fridaysforfuture.org/events/map,,,9.00-12.00 | At 12.00-13.00 (noon to 1pm),,Every Friday,<a href='https://actionnetwork.org/events/white-house-climate-strike' target='_blank'>Link</a> Â Â Â
Watsonville,250 East beach street,Santa Cruz ,CA,US,2019-05-24,,,,,,,WHS Fridays4future,for climate change action; pro-environment,1,walkout,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,before 12,,Once only,<a href='https://www.instagram.com/whsfridays4future/' target='_blank'>Link</a> Â Â Â
West Frankfort,In front of townhall,Franklin,IL,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,14.00-15.00,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",<a href='https://www.facebook.com/events/378064822798896/' target='_blank'>Link</a> Â Â Â
West Hills,at hale charter academy,Los Angeles,CA,US,2019-05-24,,,,,,,Fridays for Future,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
West Lafayette,Purdue University,Tippecanoe,IN,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Once only,<a href='https://www.facebook.com/events/328565021193117/' target='_blank'>Link</a> Â Â Â
West Orange,In front of townhall,Essex,NJ,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Monthly,<a href='https://twitter.com/WOClimateAction' target='_blank'>Link</a> Â Â Â
West Palm Beach,AW Dreyfoos School of the Arts 501 South Sapodilla Avenue,Palm Beach,FL,US,2019-05-24,,,,,,,Dreyfoos Dreams our Planet's Future,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,11:30 to 12:10,,Every Friday,<a href='https://dreyfoosdreams.com' target='_blank'>Link</a> Â Â Â
Wichita,In front of townhall,Sedgwick,KS,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Wilmington,In front of Thailian Hall,New Castle,DE,US,2019-05-24,,,,,,,Petroleum Free Universe,for climate change action; pro-environment,1,strike & demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12:00 pm-3:00,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Wilmington,In front of townhall,New Hanover,NC,US,2019-05-24,,,,,,,350 Wilmington,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,"Once only (all options, except Every Friday and Weekly, are treated as once only)",<a href='https://www.facebook.com/events/2051670078468859/' target='_blank'>Link</a> Â Â Â
Yachats,side of road near The Green Salmon,Lincoln,OR,US,2019-05-24,,,,,,,Fridays for the Future Oregon,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12:00 - 3:15,,Every Friday,
Yorktown Heights,In front of townhall,Westchester,NY,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,to 2pm,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",<a href='https://www.facebook.com/events/2169194129867762/' target='_blank'>Link</a> Â Â Â
Atlanta,State Capitol,Fulton,GA,US,2019-05-25,more than 2000,2000,,2000,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.11alive.com/article/news/politics/demonstrators-opposed-to-new-abortion-law-march-on-georgia-state-capitol/85-2d6bb628-29a4-4bd2-a7fa-ab5dde24a5fe,,,,,,
Cincinnati,Garfield Park,Hamilton,OH,US,2019-05-25,20 to 30,20,,30,,,NARAL Pro-Choice Ohio; Planned Parenthood Advocates of Ohio,civil rights; for abortion rights,1,rally,0,0,0,0,1,1,https://www.cincinnati.com/story/news/2019/05/21/stoptheban-rally-washington-park-cincinnati/3754412002/,https://www.stopabortionbans.org,,,,,
Dayton ,courthouse square,Montgomery,OH,US,2019-05-25,NA,9,,9,,,KKK,pro white supremacy,2,rally,0,0,0,0,1,1,http://time.com/5596103/kkk-rally-dayton-ohio/?utm_source=facebook.com&utm_medium=social&utm_campaign=social-share-article&utm_content=20190526,,,,,,
Dayton ,courthouse square,Montgomery,OH,US,2019-05-25,500 to 600,500,,600,,,anti-klan protesters,against kkk rally; against racism,1,counter protest,0,0,0,0,0,1,http://time.com/5596103/kkk-rally-dayton-ohio/?utm_source=facebook.com&utm_medium=social&utm_campaign=social-share-article&utm_content=20190526,https://www.daytondailynews.com/news/local/local-activists-reveal-plan-today-for-klan-counter-protest/LfQvVXShlLL3Q1WqHd70vO/,,,,,
Duluth,Corner of Superior St and Lake Ave,St. Louis,MN,US,2019-05-25,Hundreds,200,,200,,,general protestors ,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fkbjr6.com%2Fnews%2Ftop-stories%2F2019%2F05%2F25%2Fhundreds-protest-in-downtown-duluth-against-abortion-bans%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C3b94026289134bf6d3ba08d6e3245015%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636946142445764190&sdata=DXPc7uBJacuFvR1OewrNro20M7bYn8w3qXqNeaKjvV4%3D&reserved=0,,,,,,
Goshen,Elkhart County Courthouse,Elkhart,IN,US,2019-05-25,,,,,,,general protestors,against war; international,1,protest,0,0,0,0,1,1,https://www.elkharttruth.com/news/goshen-protesters-warn-against-iranian-war/article_eb9cc9d3-ccdc-5833-a2e5-982f90a3f842.html,,,,,,
Lexington,downtown,Fayette,KY,US,2019-05-25,more than 100,100,,100,,,Now Kentucky,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.kentucky.com/news/local/article230808089.html,,,,,,
Port Jefferson Station,corner of Nesconset Highway and Route 112,Suffolk,NY,US,2019-05-25,nearly 20,20,,20,,,North Shore Peace,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,http://tbrnewsmedia.com/protesters-condemn-abortion-laws-in-southern-states/,,,,,,
San Diego,Waterfornt Park,San Diego,CA,US,2019-05-25,hundreds,200,,200,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.sandiegouniontribune.com/news/story/2019-05-25/protesters-rally-against-laws-that-ban-abortion,,,,,,
San Diego,Waterfornt Park,San Diego,CA,US,2019-05-25,NA,3,,3,,,general protestors,civil rights; against abortion rights,2,counter-protest,0,0,0,0,0,1,https://www.sandiegouniontribune.com/news/story/2019-05-25/protesters-rally-against-laws-that-ban-abortion,,,,,,
St. Louis,Poelker Park,St. Louis,MO,US,2019-05-25,hundreds,200,,200,,,STL pro-choice student activists,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.stltoday.com/news/local/crime-and-courts/our-bodies-our-rights-hundreds-protest-missouri-bill-banning-abortion/article_5f58c107-53c6-5894-a5cd-d675141b61ab.html,,,,,,
Barboursville,Huntington Mall,Cabell,WV,US,2019-05-26,,,,,,,general protestors ,other; against closure/ relocation; business,0,protest,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.herald-dispatch.com%2Fnews%2Ffamilies-rally-to-keep-disney-store-open%2Farticle_41ffe29b-9fce-5ba7-9e3e-c3bff8a45197.html&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C3b94026289134bf6d3ba08d6e3245015%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636946142445774189&sdata=CkTZcPEw0L3%2Blzb%2B5X9W3XhOrGchoKWJ%2BgLJylQNvtg%3D&reserved=0,,,,,,
Carteret,Chrome Park to the Carteret Police Department,Middlesex,NJ,US,2019-05-26,between 50 and 100,50,,100,,,general protestors ,civil rights; for greater accountability; for racial justice; police,1,protest; march,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.nj.com%2Fmiddlesex%2F2019%2F05%2Fprotesters-march-after-cop-found-not-guilty-in-teens-beating.html&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C3b94026289134bf6d3ba08d6e3245015%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636946142445774189&sdata=0svd5BJ7GNs4qNSACYkzqHJtdvSfxB0W2hXSI93oVro%3D&reserved=0,,,,,,
New Haven,Intersection of Dixwell Avenue and Bassett Street,New Haven,CT,US,2019-05-26,Dozens,24,,24,,,Ice the Beef Youth; Guilford Students Demand Action,against violence;other ,1,rally,0,0,0,0,1,1,https://www.wtnh.com/news/connecticut/new-haven/new-haven-rally-looks-to-address-recent-violence/,https://www.wfsb.com/news/youth-groups-lead-anti-violence-rally-in-new-haven-on/article_4ac7b6ca-7ffc-11e9-a6d7-4b818bdef377.html,,,,,
Okmulgee,In front of townhall,Okmulgee,OK,US,2019-05-26,,,,,,,rightsivist,for climate change action; pro-environment,1,strike,0,0,0,0,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Weekly,
Omaha,Dodge Road,Douglas ,NE,US,2019-05-26,approximately 20,20,,20,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://fox42kptm.com/news/local/abortion-advocates-protest-along-dodge-road,,,,,,
Orange,In front of townhall,Orange,CA,US,2019-05-26,,,,,,,general protestors,for climate change action; pro-environment,1,strike,0,0,0,0,1,1,https://www.fridaysforfuture.org/events/map,,,7:30-10:30 AM,,Weekly,
Orlando,City Hall,Orange,FL,US,2019-05-26,more than 1000,1000,,1000,,,general protestors,civil rights; for abortion rights,1,protest; march,0,0,0,0,1,1,https://www.orlandosentinel.com/news/orange-county/os-ne-orlando-abortion-access-march-20190526-xpe333ew6rd5vhnvkypv4qsgcu-story.html,,,,,,
Orlando,Battle of the Bulge Memorial ,Orange,FL,US,2019-05-26,dozen,12,,12,,,general protestors,civil rights; against abortion rights; counter-protest,2,counter-protest,0,0,0,0,0,1,https://www.orlandosentinel.com/news/orange-county/os-ne-orlando-abortion-access-march-20190526-xpe333ew6rd5vhnvkypv4qsgcu-story.html,,,,,,
San Ysidro,San Ysidro Port of Entry,San Diego,CA,US,2019-05-26,,,,,,,general protestors,environment; against hazardous conditions,1,protest,0,0,0,0,1,1,https://fox5sandiego.com/2019/05/26/stop-the-poop-rally-protests-coastal-pollution-at-the-border/,,,,,,
St. Joseph,East Hills Mall,Buchanan,MO,US,2019-05-26,,,,,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.kq2.com/content/news/Protest-against-new-abortion-bill-held-in-St-Joseph-510462331.html,,,,,,
Norfolk,Young Terrance neighborhood park ,Norfolk City ,VA,US,2019-05-27,,,,,,,general protestors,anti gun violence ,0,rally,0,0,0,0,1,1,https://wtkr.com/2019/06/02/police-investigating-death-of-15-year-old-in-norfolk/,,,,,,
Oberlin,Oberlin College,Lorain,OH,US,2019-05-27,,,,,,,general protestors,education; against budget; against invited speaker,0,protest,0,0,0,0,1,1,https://chroniclet.com/news/137369/oberlin-college-students-protest-commencement-speaker/,,,,,,
Omaha,Dodge Street,Douglas,NE,US,2019-05-27,,,,,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://fox42kptm.com/news/local/abortion-advocates-protest-along-dodge-road,,,,,,
Pontiac,Indian Village Park,Oakland,MI,US,2019-05-27,,,,,,,general protestors,against violence; other; recurring,0,protest,0,0,0,0,1,1,https://www.theoaklandpress.com/news/local/with-hopes-of-inspiring-teens-stomp-out-violence-rally-returns/article_6a308c34-65f9-11e9-9a1e-3710122c584d.html,,21389,,,,
Albany,State Capitol,Albany,NY,US,2019-05-28,,,,,,,general protestors,against marijuana,2,protest,0,0,0,0,1,1,https://www.thedailystar.com/news/local_news/as-foes-rally-marijuana-bill-still-seems-to-lack-votes/article_6e735c95-82d8-5a0d-99bd-a36ec2ec36ff.html,,,,,,
Bakersfield,Senator Hurtado's Office,Kern,CA,US,2019-05-28,dozens,24,,24,,,general protestors,environment; against hazardous conditions; water; for greater access,1,rally,0,0,0,0,1,1,https://www.visaliatimesdelta.com/story/news/local/visalia/2019/05/29/dolores-huerta-condemns-toxic-taps-supports-water-tax-bakersfield-rally/1263655001/,,,,,,
Bridgeport,Seaside Park,Fairfield,CT,US,2019-05-28,handful,5,,5,,,general protestors,civil rights; pro lgbtq+,1,protest,0,0,0,0,1,1,https://www.ctpost.com/local/article/Bridgeport-prepares-for-protests-at-Franklin-13901997.php,,,,,,
East Lansing,Michigan State University,Ingham,MI,US,2019-05-28,,,,,,,general protestors,education; for greater participation,0,protest,0,0,0,0,1,1,https://www.lansingstatejournal.com/story/news/2019/05/28/msu-police-protesters-remove-caution-tape-signs/1256737001/,,,,,,
El Paso,Pebble Hills High School,El Paso,TX,US,2019-05-28,NA,13,,13,,,general protestors,other; safety,0,protest,0,0,0,0,1,1,https://www.ktsm.com/local/el-paso-news/family-of-pebble-hills-hs-teen-hit-by-car-hold-peaceful-protest/,,,,,,
Knoxville,University of Tennessee,Knox,TN,US,2019-05-28,,100,,100,,,"United Campus Workers, Progressive Student Alliance",civil rights; against white supremacy; against invited speaker,1,protest,0,0,0,0,1,1,https://www.knoxnews.com/story/news/education/2019/05/28/rick-tyler-tennessee-student-protest-white-nationalist-event/1204405001/,https://www.knoxnews.com/story/news/education/2019/05/24/ut-knoxville-groups-speak-against-white-nationalist-event/1220214001/,,,,,
Montgomery,State Capitol,Montgomery,AL,US,2019-05-28,,50,,50,,,Poor People Campaign,healthcare; for expanding coverage; poor people's campaign,1,protest,0,0,0,0,1,1,https://www.montgomeryadvertiser.com/story/news/2019/05/28/rally-against-abortion-ban-barber-denounces-immoral-hypocrisy/1257820001/,,,,,,
Pittsburgh,UPMC Montefiore hospital,Allegheny,PA,US,2019-05-28,dozens,50,,50,,,general protestors,rally; for better compensation,0,strike,0,0,0,0,1,1,https://www.wtae.com/article/upmc-workers-one-day-strike-protest-board-meeting/27612682,,,,,,
Salem,State Capitol,Marion,OR,US,2019-05-28,dozen,10,,10,,,general protestors,rally,0,protest,0,0,0,0,1,1,https://www.kgw.com/article/news/politics/teachers-rally-at-oregon-capitol-against-pers-reform-bill/283-03de53be-c0da-458e-a218-b36e89526ced,,,,,,
Staten Island,Chabad of Staten Island,Richmond,NY,US,2019-05-28,,100,,100,,,general protestors,civil rights; for religious tolerance,1,rally,0,0,0,0,1,1,https://www.silive.com/news/2019/05/unity-rally-condemns-anti-semitic-graffiti-at-staten-island-synagogue.html,,,,,,
Tuscon,St Joseph's Hospital,Pima,AZ,US,2019-05-28,,30,,30,,,the National Nurses Organizing Committee,rally; for better compensation,0,picketing,0,0,0,0,1,1,https://www.kold.com/2019/05/28/tucson-nurses-picket-part-multi-state-demonstration/,,,,,,
