CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,Source5,Source6
San Francisco,Civic Center Plaza,CA,US,2017-08-26,FB: 2.6k going; thousands,2000,,2000,,,Peace Love & Understanding,San Francisco Peacefully Unites Against White Nationalists,1,rally,0,0,0,0,0,1,https://www.facebook.com/events/266804640483421/,http://www.channel3000.com/news/san-francisco-unite-against-hate-rally/613003880,http://www.mysanantonio.com/bayarea/article/SF-rallies-in-Castro-Civic-Center-Plaza-promote-11984163.php,,,,
San Francisco,Crissy Field,CA,US,2017-08-26,FB: 74 going,,,,,,Unafraid; Bay Resistance Brigrade,Paddle Out to counter-protest Patriot Prayer,1,demonstration,,,,,0,1,http://www.sfexaminer.com/white-supremacist-patriot-rally-coming-san-francisco-counter-protest-already-planned/,http://www.mercurynews.com/2017/08/25/san-francisco-right-wing-rally-cancelled-organizers-say/,,,,,
San Francisco,Crissy Field Airfield,CA,US,2017-08-26,FB: 65 going,,,,,,The People's Campaign,Flowers Against Fascism,1,rally,,,,,0,1,https://www.facebook.com/events/259332287906232/,,,,,,
San Francisco,Crissy Field Beach,CA,US,2017-08-26,FB: 109 going; FB: 959 going,,,,,,Resistance SF; Resist SF,Calling All Clowns: Fascism is no laughing matter,1,protest,,,,,0,1,https://www.facebook.com/events/1559563154102936/,https://www.facebook.com/events/1160628720704672/,,,,,
San Francisco,Crissy Field; Alamo Square Park,CA,US,2017-08-26,about 50,50,,50,,,Patriot Prayer  ,Free speech rally for white supremacists,2,rally,0,0,0,0,1,1,http://www.mercurynews.com/2017/08/26/san-francisco-city-bracing-for-alt-right-rally-and-protests-at-crissy-field/,http://www.pressdemocrat.com/news/7314639-181/bay-area-officials-brace-for?artslide=0,http://www.mercurynews.com/2017/08/25/san-francisco-right-wing-rally-cancelled-organizers-say/,,,,
San Francisco,from Dolores Park to the Civic Center,CA,US,2017-08-26,FB: 1.8k going,,,,,,organizer Daveed Walzer Panadero,LovedUp Mobile Dance Rally,1,rally; march,,,,,0,1,https://www.facebook.com/events/1946489382274941,,,,,,
San Francisco,Harvey Milk Plaza,CA,US,2017-08-26,around two thousand,2000,,2000,,,organizer Juanita More,Come Together Rally and March for Equality,1,rally; march,0,0,0,0,0,1,https://www.facebook.com/events/1461327617288267/,https://ww2.kqed.org/arts/2017/08/26/come-together-rally-draws-thousands-to-castro-to-combat-hate/,,,,,
San Francisco,in the waters of San Francisco Bay off Crissy Field,CA,US,2017-08-26,,,,,,,organizer Danelle Morton,photo-bomb Patriot Prayer rally by floating a massive inflatable chicken resembling President Donald Trump across San Francisco Bay,1,demonstration,,,,,0,1,http://www.sfgate.com/bayarea/article/Trump-chicken-balloon-San-Francisco-Bay-rally-11955552.php,,,,,,
San Francisco,Ocean Beach Stairwells 3-6,CA,US,2017-08-26,about 1000,1000,,1000,,,"Gabriella Musacchia, Administrator for Together We Will San Francisco; Renee McKenna, Organizer for San Francisco Women's March; Judy Tuan, Organizer at Tech Worker's Coalition",Together We Will STOP HATE! Heart-Shaped Human Banner ,1,demonstration,0,0,0,0,0,1,https://allevents.in/san%20francisco/together-we-will-stop-hate-heart-shaped-human-banner-8-26/379638819117498,http://www.sfgate.com/local/article/Counter-protesters-form-giant-heart-on-Ocean-Beach-12016792.php,,,,,
San Francisco,Walnut Creek,CA,US,2017-08-26,thousands; several hundred,200,,2000,,,general protestors,counter planned white supremacist rallies,1,demonstration,0,0,0,0,0,1,http://www.sfgate.com/local/article/Counter-protesters-form-giant-heart-on-Ocean-Beach-12016792.php,http://www.mercurynews.com/2017/08/26/san-francisco-city-bracing-for-alt-right-rally-and-protests-at-crissy-field/,,,,,
Santa Barbara,De La Guerra Plaza; down State Street toward Chase Palm Park,CA,US,2017-08-26,,,,,,,Pacific Pride Foundation,Pacific Pride Festival ,1,rally; march,0,0,0,0,1,1,http://www.keyt.com/lifestyle/pacific-pride-festival-rally-and-march-sends-political-message/613018330,,,,,,
Saratoga Springs,Saratoga Racecourse,NY,US,2017-08-26,,,,,,,Horseracing Wrongs,Protesting horseracing,0,protest,0,0,0,0,1,1,http://cbs6albany.com/news/local/travers-day-protest-calls-for-end-to-racing,,,,,,
Seattle,"Westlake Park to Pine St, Broadway, and Capitol Hill",WA,US,2017-08-26,FB: 2.7k went; several hundred,200,,2700,,,Black Lives Matter; Black Freedom Front -Seattle,oppose white supremacy,1,rally,0,0,0,0,1,1,http://komonews.com/news/local/black-lives-matter-protesters-rally-at-westlake-park,,,,,,
Springfield,Park Central Square,MO,US,2017-08-26,about 30,30,,30,,,coordinator Jessica Lawson,Free the Nipple; women's equality rally,0,rally,0,0,0,0,1,1,http://www.news-leader.com/story/news/local/ozarks/2017/08/26/over-30-gather-free-nipple-rally-womens-equality-day/605232001/,https://www.facebook.com/events/221273551733634/,,,,,
Stockon,,CA,US,2017-08-26,,,,,,,San Joaquin Pride Center,Stockton Pride Festival,1,march,,,,,1,1,http://www.recordnet.com/news/20170824/sixth-pride-festival-to-begin-with-march-for-equality,,,,,,
Stroudsburg ,from Courthouse Square to Stroudsburg High School ,PA,US,2017-08-26,,,,,,,organizer Romanay Sayles,Love Trumps Hate rally; call for harmony and understanding among people of diverse background,1,march,,,,,1,1,http://www.poconorecord.com/news/20170826/stroudsburg-march-to-promote-harmony,,,,,,
West Chester,Historic Chester County Courthouse,PA,US,2017-08-26,more than two dozen,24,,24,,,Don’t Spray Me!,eliminate chemical spraying for mosquitoes by local municipalities,0,rally,0,0,0,0,1,1,http://www.dailylocal.com/general-news/20170828/dont-spray-me-holds-rally-in-west-chester,,,,,,
West Des Moines,outside Valley HS,IA,US,2017-08-26,more than a dozen,12,,12,,,general protestors,oppose induction of conservative politicians in Iowa Women's Hall of Fame,1,protest,0,0,0,0,1,1,http://www.desmoinesregister.com/story/news/2017/08/26/iowa-womens-hall-fame-ceremony-celebration-female-empowerment-some/605255001/?cookies=&from=global,http://www.press-citizen.com/story/news/2017/08/26/iowa-womens-hall-fame-ceremony-celebration-female-empowerment-some/605255001/?cookies=&from=global,,,,,
Yucaipa ,John Tooker Park,CA,US,2017-08-26,about 50,50,,50,,,general protestors,stand against white supremacy,1,rally,0,0,0,0,1,1,http://www.pe.com/2017/08/26/sarcastic-comments-only-things-hurled-at-redlands-yucipa-rallies-for-against-trump/,,,,,,
Yucaipa ,John Tooker Park,CA,US,2017-08-26,NA,6,,6,,,general protestors,called on Christian Americans to march in support of Trump,2,rally,0,0,0,0,0,1,http://www.pe.com/2017/08/26/sarcastic-comments-only-things-hurled-at-redlands-yucipa-rallies-for-against-trump/,,,,,,
Barrington,Barrington Village Hall,IL,US,2017-08-27,,,,,,,general protestors,Protesting cuts to medicaid,1,protest,0,0,0,0,1,1,http://www.dailyherald.com/news/20170829/roskam-protest-in-barrington-centered-on-medicaid-medicare,,,,,,
Belchertown,,MA,US,2017-08-27,,,,,,,Belchertown Voices for Justice,Raly against hate,0,rally,0,0,0,0,1,1,http://www.masslive.com/news/index.ssf/2017/08/belchertown_holds_unity_picnic.html,,,,,,
Belchertown ,,MA,US,2017-08-27,NA,20,,20,,,Belchertown Voices for Justice,show unity after the white supremacist newspaper known as The Crusader showed up in local mailboxes,,rally,0,0,0,0,1,1,http://www.masslive.com/news/index.ssf/2017/08/belchertown_holds_unity_picnic.html,,,estimate from pictures,,,
Berkeley,Civic Center Park,CA,US,2017-08-27,about 25,25,,25,,,Patriot Prayer; organizer Amber Cummings,support white supremacy; No to Marxism in America,2,rally,0,5,0,0,0,1,https://www.fredericknewspost.com/public/ap/black-clad-anarchists-storm-berkeley-rally-assaulting/article_4912b07e-79b3-56a2-83b5-577199ff90bd.html,http://www.mailtribune.com/news/20170824/bay-area-leaders-strive-to-protect-speech-prevent-violence-at-rallies,http://www.mercurynews.com/2017/08/26/uc-berkeley-police-urge-demonstrators-to-stay-home/,,,,
Berkeley,Crescent Lawn UC Berkeley,CA,US,2017-08-27,over a thousand,1000,,1000,,,Unite for Freedom from Right Wing Violence in the Bay Area,Bay Area Rally Against Hate,1,rally,8,0,0,0,1,1,https://www.facebook.com/events/1554573591279582,http://nypost.com/2017/08/27/several-arrested-as-clashes-break-out-during-berkeley-protests/,http://wavy.com/2017/08/27/tense-peaceful-exchanges-among-berkeley-rallies-protesters/,,,,
Berkeley,from Ohlone Park to Berkeley City Hall,CA,US,2017-08-27,,,,,,,Bay Area chapter of Showing Up for Racial Justice,Counter-protest far-right rally,1,march,,,,,1,1,http://www.mercurynews.com/2017/08/24/berkeley-denies-permit-for-no-to-marxism-rally-in-park/,,,,,,
Berkeley,from Ohlone Park to Civic Center Park,CA,US,2017-08-27,about 7000; more than 4000,4000,,7000,,,general protestors; antifa,Rally Against Hate; counter-protest Patriot Prayer,1,protest,13,0,0,0,0,1,https://www.fredericknewspost.com/public/ap/black-clad-anarchists-storm-berkeley-rally-assaulting/article_4912b07e-79b3-56a2-83b5-577199ff90bd.html,http://www.smdailyjournal.com/news/bay_area/protester-charged-for-sunday-protest/article_473d23ca-8d2b-11e7-a00b-cb5d5daadf4d.html,http://www.dailycal.org/2017/08/27/4000-gather-downtown-berkeley-alt-right-rally-police-arrest-7/,,,,
Charlotte,Pride event,NC,US,2017-08-27,,,,,,,Deplorable Pride,Protesting pride event,2,protest,,,,,1,1,http://www.wbtv.com/story/36222033/lgbtq-pro-trump-group-plans-protest-at-charlotte-pride-parade,,,,,,
Chicago ,Federal Plaza to Trump Tower,IL,US,2017-08-27,hundreds,200,,200,,,general protestors; antifa,anti-hate; solidarity with Berkeley,1,rally; march,0,0,0,0,1,1,http://chicago.cbslocal.com/2017/08/27/anti-hate-rally-march-held-in-solidarity-in-chicago/,,,,,,
Columbus,Ohio State University Camps,OH,US,2017-08-27,,,,,,,Columbus United Aaginst Hate,"Rally against racism, bigotry",0,rally,0,0,0,0,1,1,http://www.10tv.com/article/people-gather-oval-rally-against-hate-groups,,,,,,
Covington,county courthouse,IN,US,2017-08-27,,,,,,,organizer Trent Dunham,raise awareness about racial tensions across the country,1,rally,,,,,1,1,http://foxillinois.com/news/local/protestors-clear-up-negative-rumors-of-covingtons-peaceful-demonstration,,,,,,
Crenshaw County,,AL,US,2017-08-27,more than 200,200,,200,,,Sons of Confederate Veterans,Rally for new confederate monument,0,rally,0,0,0,0,1,1,https://www.newyorker.com/culture/culture-desk/witnessing-a-rally-for-a-brand-new-confederate-monument,,,,,,
Dayton,Couthouse Square,OH,US,2017-08-27,thousands,2000,,2000,,,general protestors,Rally for families of addicts,0,rally,0,0,0,0,1,1,http://www.mydaytondailynews.com/news/thousands-expected-downtown-for-families-addicts-rally-sunday/OCANfVjTZiCFTASS3gy0iN/,http://fox45now.com/news/local/rally-4-recovery-in-downtown-dayton,,,,,
Denton,Courthouse Square,TX,US,2017-08-27,over 100,100,,100,,,Denton United Against Hate and Racism,Call for removal of confederate statue,1,protest,0,0,0,0,1,1,http://www.dentonrc.com/news/news/2017/08/27/100-gather-confederate-memorial-weekly-protest,,,,,,
Fairport,from Potter Park to the center of the village,NY,US,2017-08-27,close to 200,200,,200,,,Metro Justice; ISO; Rochester Black Rosa,condemns recent acts of white supremacists,1,march,0,0,0,0,1,1,http://www.democratandchronicle.com/story/news/2017/08/27/fairport-march-condemns-recent-acts-white-supremacists-nazis-kkk/601240001/?cookies=&from=global,,,,,,
Findlay,Riverside Park,OH,US,2017-08-27,,,,,,,Findlay Civil Rights Alliance,Protesting racist graffiti,1,protest,0,0,0,0,1,1,http://www.13abc.com/content/news/Protest-planned-in-Findlay-after-White-Power-Graffiti--441700293.html,http://thecourier.com/breaking-news/2017/08/27/findlay-against-white-supremacy-rally-held-at-park/,http://www.toledoblade.com/local/2017/08/23/Rally-planned-in-opposition-to-white-power-graffiti-at-Findlay-Riverside-Park.html,,,,
Fort Worth,JFK Memorial toTarrant County Courthouse,TX,US,2017-08-27,estimated 500,500,,500,,,general protestors,"Love, Hot Hate; against white supremacy",1,rally; march,0,0,0,0,1,1,http://www.star-telegram.com/news/local/community/fort-worth/article169710602.html,,,,,,
Jefferson City,Outside Governor's mansion,MO,US,2017-08-27,,,,,,,NAACP; Missouri Faith Voices,"Protesting white nationalism, Charlottesville",0,Demonstration,,,,,1,1,http://www.newstribune.com/news/local/story/2017/aug/25/missouri-naacp-plans-mock-funeral-protest-racial-issues/688090/,,,,,,
Juneau,Marine Park,AK,US,2017-08-27,,,,,,,Juneau People for Peace and Justice,"show solidarity for the people of Charlottesville, Virginia",1,rally,,,,,1,1,http://juneauempire.com/news/local/2017-08-24/juneau-peace-rally-set-sunday,,,,,,
Millersburg,courthouse lawn,OH,US,2017-08-27,a few hundred,200,,200,,,general protestors,"anti-racist, anti-Nazi",1,rally,0,0,0,0,1,1,http://www.the-daily-record.com/news/20170822/anti-hate-rally-planned-in-response-to-klan-fliers,http://www.the-review.com/NEWS/20170828/holmes-county-anti-hate-rally-goes-off-without-incident,,,,,
New York,Brooklyn,NY,US,2017-08-27,dozens,24,,24,,,general protestors,Protesting conditions in NYCHA housing,0,protest,0,0,0,0,1,1,http://brooklyn.news12.com/story/36227778/nycha-residents-protest-deplorable-conditions,,,,,,
New York,foot of the Queensboro Bridge,NY,US,2017-08-27,NA,10,,20,,,general protestors,voice opposition to any funding plan that includes enacting tolling on the free East River bridges,0,rally,0,0,0,0,0,1,http://qns.com/story/2017/08/30/queens-rallies-proposed-queensboro-east-river-tolling/,,,estimate from picture,,,
New York,Mid Island Y JCC,NY,US,2017-08-27,about 400,400,,400,,,general protestors,Protesting swastikas painted on JCC walls,0,protest,0,0,0,0,0,1,http://www.nbcnewyork.com/news/local/Anti-Semitic-Graffiti-at-Long-Island-High-School-Police-Syosset-441895763.html,,,,,,
Norfolk,from the Norfolk Confederate monument to Town Point Park,VA,US,2017-08-27,,,,,,,organizer Raymond Brothers,call to consciousness on the equality issues in America,1,march,0,0,0,0,1,1,http://wavy.com/2017/08/27/equality-march-being-held-in-downtown-norfolk/,,,,,,
Plainview,Mid-Island Y JCC ,NY,US,2017-08-27,about 450,450,,450,,,Long Island Advisory Committee for the Anti-Defamation League,Break the Hate rally,1,rally,0,0,0,0,1,1,http://www.newsday.com/long-island/politics/spin-cycle/supervisor-s-comments-at-rally-under-fire-1.14095694,,,,,,
Plymouth,from First Parish Church to Pilgrim Memorial State Park ,MA,US,2017-08-27,dozens,24,,24,,,Society of Allied Museum Professionals ,demand fair contract,0,rally,0,0,0,0,1,1,http://www.patriotledger.com/news/20170825/newly-unionized-plimoth-plantation-workers-plan-to-hold-rally-sunday,http://www.patriotledger.com/news/20170827/plimoth-plantation-interpreters-protest-wages-working-conditions,,,,,
Portland,City Hall,OR,US,2017-08-27,NA,130,,130,,,organizer Chase Doremus,Oppose Trump's transgender military ban,1,protest; rally,0,0,0,0,1,1,http://www.oregonlive.com/portland/index.ssf/2017/08/transgender_ban_basic_rights_o.html,,,,,,
Reno,University of Nevada Student Union,NV,US,2017-08-27,At least 300 people were expected,,,,,,Black Lives Matter Reno-Sparks,March Against Hate,1,rally; march,,,,,1,1,http://www.rgj.com/story/news/2017/08/25/black-lives-matter-rally-protest-racism-hate-reno/600372001/,http://www.rgj.com/story/news/2017/08/25/black-lives-matter-rally-protest-racism-hate-reno/600372001/,,,,,
Richmond,Lucks Field ,VA,US,2017-08-27,NA,100,,200,,,general protestors,second annual East End Community Day; end gun violence,0,rally,0,0,0,0,1,1,http://wtvr.com/2017/08/27/richmond-east-end-community-day-lucks-field/,,,estimate from video,,,
Rock Island ,Schwiebert Riverfront Park,IL,US,2017-08-27,about 300; more than 400,300,,400,,,One Human Family QCA ,"stand up for peace, justice, and diversity",0,rally,0,0,0,0,1,1,http://qctimes.com/news/local/welcoming-rally-set-for-sunday-in-ri/article_1b5eb74f-e0f3-5866-ae44-ce1c9c0a1e79.html,http://qctimes.com/news/local/hundreds-rally-to-support-the-q-c-as-a-welcoming/article_5b438d01-0695-5c11-a793-e1c3435a0405.html,http://www.qconline.com/news/local/speakers-welcome-diversity-at-rock-island-rally/article_1020d799-00c9-5246-8e91-15fa4fe32bfe.html,,,,
San Diego,from Balboa Park to Horton Plaza,CA,US,2017-08-27,hundreds,200,,200,,,general protestors,San Diego Rally Against Hate,1,rally; march,0,0,0,0,1,1,http://www.nbcsandiego.com/news/local/San-Diego-Protesters-Met-for-a-Rally-Against-Hate-441924463.html,http://www.sandiegouniontribune.com/news/public-safety/sd-me-rally-against-hate-20170827-story.html,,,,,
Santa Barbara,Pacific Pride Festival,CA,US,2017-08-27,NA,25,,25,,,South West Asian and North African Alliance,Protesting Krav Maga (a tactic designed by Israeli government) display; Pro-Palestine,0,protest,0,0,0,0,1,1,http://www.keyt.com/news/santa-barbara-s-county/pro-palestine-group-protests-krav-maga-demonstration-at-santa-barbara-pride-event/612935882,,,estimate from pictures,,,
Watertown,Veterans of Foreign Wars building,NY,US,2017-08-27,dozens,24,,24,,,organizer Anna M. Zayas,Red Lights for Firefighters; support firefighters against contract and staffing cuts by city council,0,rally,0,0,0,0,1,1,http://www.watertowndailytimes.com/news03/many-express-concerns-at-red-lights-for-firefighters-rally-20170828,,,,,,
Wooster,Public Square,OH,US,2017-08-27,"nearly 1,000 or more",1000,,1000,,,Wooster/Orrville NAACP,CommUNITY Rally against the appearance locally of KKK recruiting fliers,1,rally,0,0,0,0,1,1,http://www.the-daily-record.com/news/20170822/anti-hate-rally-planned-in-response-to-klan-fliers,http://www.the-daily-record.com/news/20170827/wooster-rally-crowd-to-hate-groups-youre-not-welcome-here,https://www.ohio.com/akron/news/local/wooster-leaders-plan-unity-rally-after-kkk-recruiting-fliers-found-in-community,,,,
